date,google_trends,twitter,ensemble_trend,harmonic_p,Holm_pval(alpha=0.05),up/down trend,date
2021-01-08,-1,1,0,100.0,1.0,0,2021-01-08
2021-01-09,-1,1,0,100.0,1.0,0,2021-01-09
2021-01-10,-1,1,0,100.0,1.0,0,2021-01-10
2021-01-11,-1,1,0,100.0,1.0,0,2021-01-11
2021-01-12,-1,1,0,100.0,1.0,0,2021-01-12
2021-01-13,-1,1,0,100.0,1.0,0,2021-01-13
2021-01-14,-1,1,0,100.0,1.0,0,2021-01-14
2021-01-15,-1,1,0,100.0,1.0,0,2021-01-15
2021-01-16,0,1,0,100.0,1.0,0,2021-01-16
2021-01-17,0,1,0,100.0,1.0,0,2021-01-17
2021-01-18,1,1,1,2.4448944178975618e-18,1.5627205571677107e-15,1,2021-01-18
2021-01-19,1,1,1,3.6007021744665196e-16,1.8543616198502577e-13,1,2021-01-19
2021-01-20,1,1,1,1.1379310769639275e-14,4.938620874023445e-12,1,2021-01-20
2021-01-21,0,1,0,100.0,1.0,0,2021-01-21
2021-01-22,1,1,1,6.964574813524679e-16,3.4962165563893893e-13,1,2021-01-22
2021-01-23,1,1,1,4.545930491035544e-18,2.850295337199801e-15,1,2021-01-23
2021-01-24,1,1,1,5.192574877095995e-19,3.5361434913023726e-16,1,2021-01-24
2021-01-25,1,1,1,2.287320192243295e-17,1.3335076720778411e-14,1,2021-01-25
2021-01-26,1,1,1,3.0350150581372157e-15,1.3991419418012563e-12,1,2021-01-26
2021-01-27,1,1,1,6.228437176365276e-16,3.139132336888099e-13,1,2021-01-27
2021-01-28,1,1,1,9.185316337657542e-17,5.143777149088224e-14,1,2021-01-28
2021-01-29,1,1,1,1.9693352236901916e-18,1.2682518840564834e-15,1,2021-01-29
2021-01-30,0,1,0,100.0,1.0,0,2021-01-30
2021-01-31,0,1,0,100.0,1.0,0,2021-01-31
2021-02-01,0,1,0,100.0,1.0,0,2021-02-01
2021-02-02,1,1,1,2.1115069061148702e-18,1.3576989406318616e-15,1,2021-02-02
2021-02-03,1,1,1,8.406757203543775e-17,4.724597548391602e-14,1,2021-02-03
2021-02-04,0,1,0,100.0,1.0,0,2021-02-04
2021-02-05,-1,1,0,100.0,1.0,0,2021-02-05
2021-02-06,0,1,0,100.0,1.0,0,2021-02-06
2021-02-07,0,1,0,100.0,1.0,0,2021-02-07
2021-02-08,0,1,0,100.0,1.0,0,2021-02-08
2021-02-09,0,1,0,100.0,1.0,0,2021-02-09
2021-02-10,-1,1,0,100.0,1.0,0,2021-02-10
2021-02-11,-1,1,0,100.0,1.0,0,2021-02-11
2021-02-12,0,1,0,100.0,1.0,0,2021-02-12
2021-02-13,-1,1,0,100.0,1.0,0,2021-02-13
2021-02-14,0,1,0,100.0,1.0,0,2021-02-14
2021-02-15,0,1,0,100.0,1.0,0,2021-02-15
2021-02-16,0,1,0,100.0,1.0,0,2021-02-16
2021-02-17,1,1,1,9.594281808203454e-14,3.741769905199347e-11,1,2021-02-17
2021-02-18,1,1,1,5.767891043950704e-14,2.284084853404479e-11,1,2021-02-18
2021-02-19,1,1,1,5.642057755041381e-16,2.8661653395610215e-13,1,2021-02-19
2021-02-20,1,1,1,1.6929200788831413e-17,1.0039016067777027e-14,1,2021-02-20
2021-02-21,1,1,1,3.551299440451639e-16,1.8360218107134976e-13,1,2021-02-21
2021-02-22,1,1,1,2.06855392522671e-15,9.763574527070072e-13,1,2021-02-22
2021-02-23,1,1,1,3.3201184921004185e-16,1.7231414974001171e-13,1,2021-02-23
2021-02-24,1,1,1,1.2000512759930229e-17,7.188307143198207e-15,1,2021-02-24
2021-02-25,1,1,1,1.7015926158481406e-19,1.1894132384778503e-16,1,2021-02-25
2021-02-26,1,1,1,5.542305633714294e-19,3.752140914024577e-16,1,2021-02-26
2021-02-27,1,1,1,4.675193084770555e-18,2.9173204848968266e-15,1,2021-02-27
2021-02-28,1,1,1,9.722849992784214e-17,5.415627445980807e-14,1,2021-02-28
2021-03-01,1,1,1,1.1252883090155401e-16,6.245350115036248e-14,1,2021-03-01
2021-03-02,1,1,1,2.1013477017400545e-15,9.897347675195656e-13,1,2021-03-02
2021-03-03,1,1,1,1.0970769921022988e-14,4.772284915645e-12,1,2021-03-03
2021-03-04,1,1,1,5.177029161456057e-14,2.0604576062595106e-11,1,2021-03-04
2021-03-05,1,1,1,6.202669936027291e-15,2.7415801117240628e-12,1,2021-03-05
2021-03-06,1,1,1,1.6327365150807089e-16,8.947396102642285e-14,1,2021-03-06
2021-03-07,1,1,1,1.7660792900341883e-17,1.0455189397002395e-14,1,2021-03-07
2021-03-08,1,1,1,1.1274000879833464e-17,6.798222530539578e-15,1,2021-03-08
2021-03-09,1,1,1,2.8189975936899775e-17,1.6237426139654272e-14,1,2021-03-09
2021-03-10,1,1,1,1.2367392798001107e-16,6.839168217294612e-14,1,2021-03-10
2021-03-11,1,1,1,1.9783327679793236e-17,1.161281334803863e-14,1,2021-03-11
2021-03-12,1,1,1,1.0558524514510858e-17,6.387907331279069e-15,1,2021-03-12
2021-03-13,1,1,1,3.5518775366899697e-16,1.8360218107134976e-13,1,2021-03-13
2021-03-14,1,1,1,1.1294573671303138e-15,5.477868230582022e-13,1,2021-03-14
2021-03-15,1,1,1,1.7052380868136754e-16,9.259442811398257e-14,1,2021-03-15
2021-03-16,1,1,1,5.611331779333216e-16,2.856167875680607e-13,1,2021-03-16
2021-03-17,1,1,1,1.333305988929103e-16,7.338054964679133e-14,1,2021-03-17
2021-03-18,1,0,0,100.0,1.0,0,2021-03-18
2021-03-19,1,0,0,100.0,1.0,0,2021-03-19
2021-03-20,1,0,0,100.0,1.0,0,2021-03-20
2021-03-21,1,-1,0,100.0,1.0,0,2021-03-21
2021-03-22,1,0,0,100.0,1.0,0,2021-03-22
2021-03-23,1,0,0,100.0,1.0,0,2021-03-23
2021-03-24,1,0,0,100.0,1.0,0,2021-03-24
2021-03-25,1,0,0,100.0,1.0,0,2021-03-25
2021-03-26,1,0,0,100.0,1.0,0,2021-03-26
2021-03-27,1,-1,0,100.0,1.0,0,2021-03-27
2021-03-28,1,-1,0,100.0,1.0,0,2021-03-28
2021-03-29,1,-1,0,100.0,1.0,0,2021-03-29
2021-03-30,1,-1,0,100.0,1.0,0,2021-03-30
2021-03-31,-1,0,0,100.0,1.0,0,2021-03-31
2021-04-01,-1,-1,-1,1.6502781228478094e-18,1.072680779851076e-15,-1,2021-04-01
2021-04-02,-1,-1,-1,1.7092539256733935e-18,1.1058872899106856e-15,-1,2021-04-02
2021-04-03,-1,-1,-1,2.441750870574548e-18,1.5627205571677107e-15,-1,2021-04-03
2021-04-04,-1,-1,-1,4.644880026508334e-18,2.9030500165677085e-15,-1,2021-04-04
2021-04-05,-1,-1,-1,4.378428703399186e-19,2.9860883757182445e-16,-1,2021-04-05
2021-04-06,-1,-1,-1,6.257407835513194e-22,4.8967115901488925e-19,-1,2021-04-06
2021-04-07,-1,-1,-1,1.2143610338537328e-22,9.751319101845474e-20,-1,2021-04-07
2021-04-08,-1,-1,-1,9.818332461718892e-22,7.638662655217299e-19,-1,2021-04-08
2021-04-09,-1,-1,-1,4.246314588672673e-21,3.2187064582138864e-18,-1,2021-04-09
2021-04-10,0,-1,0,100.0,1.0,0,2021-04-10
2021-04-11,0,-1,0,100.0,1.0,0,2021-04-11
2021-04-12,-1,-1,-1,9.982650588869976e-20,7.047751315742203e-17,-1,2021-04-12
2021-04-13,-1,-1,-1,4.9103231191289355e-18,3.04440033385994e-15,-1,2021-04-13
2021-04-14,-1,-1,-1,3.4967827000748446e-18,2.2169602318474515e-15,-1,2021-04-14
2021-04-15,-1,-1,-1,9.149167037025278e-19,6.093345246658835e-16,-1,2021-04-15
2021-04-16,-1,-1,-1,8.990345147051885e-20,6.39213539955389e-17,-1,2021-04-16
2021-04-17,-1,-1,-1,4.934737093613436e-21,3.715857031490917e-18,-1,2021-04-17
2021-04-18,-1,-1,-1,1.4767082186092491e-22,1.17988986666879e-19,-1,2021-04-18
2021-04-19,-1,-1,-1,1.2856673747652777e-24,1.0683895884299458e-21,-1,2021-04-19
2021-04-20,-1,-1,-1,2.002139493630747e-26,1.693810011611612e-23,-1,2021-04-20
2021-04-21,-1,-1,-1,1.0779142487474754e-25,9.065258831966269e-23,-1,2021-04-21
2021-04-22,-1,-1,-1,1.052346712460423e-23,8.629243042175468e-21,-1,2021-04-22
2021-04-23,-1,-1,-1,4.786235812945248e-22,3.7667675847879105e-19,-1,2021-04-23
2021-04-24,-1,-1,-1,5.680479500433909e-21,4.260359625325432e-18,-1,2021-04-24
2021-04-25,-1,-1,-1,4.1034487286182656e-20,3.0037244693485704e-17,-1,2021-04-25
2021-04-26,-1,-1,-1,9.49003996616521e-19,6.291896497567534e-16,-1,2021-04-26
2021-04-27,-1,-1,-1,1.1558961540402825e-17,6.953067785069851e-15,-1,2021-04-27
2021-04-28,-1,-1,-1,1.8763934583935344e-17,1.1051957469937919e-14,-1,2021-04-28
2021-04-29,-1,-1,-1,1.2932054691266778e-18,8.483427877471006e-16,-1,2021-04-29
2021-04-30,-1,-1,-1,5.508117345146647e-18,3.3985084019554812e-15,-1,2021-04-30
2021-05-01,-1,-1,-1,5.899037360816946e-16,2.9908119419341915e-13,-1,2021-05-01
2021-05-02,-1,-1,-1,5.544304681204137e-15,2.4561269737734327e-12,-1,2021-05-02
2021-05-03,-1,-1,-1,7.170772322009059e-17,4.058657134257127e-14,-1,2021-05-03
2021-05-04,-1,-1,-1,4.949304766475332e-18,3.0636196504482307e-15,-1,2021-05-04
2021-05-05,-1,-1,-1,3.3037119224072824e-17,1.8930269315393728e-14,-1,2021-05-05
2021-05-06,-1,-1,-1,5.587431665684417e-16,2.849590149499052e-13,-1,2021-05-06
2021-05-07,-1,-1,-1,4.727629148758114e-15,2.108522600346119e-12,-1,2021-05-07
2021-05-08,-1,-1,-1,1.2113721177842008e-14,5.233127548827748e-12,-1,2021-05-08
2021-05-09,-1,-1,-1,1.928207718985624e-15,9.158986665181714e-13,-1,2021-05-09
2021-05-10,-1,-1,-1,1.9320150437233516e-15,9.158986665181714e-13,-1,2021-05-10
2021-05-11,-1,-1,-1,8.083110725770436e-15,3.5242362764359102e-12,-1,2021-05-11
2021-05-12,-1,0,0,100.0,1.0,0,2021-05-12
2021-05-13,-1,-1,-1,7.475932904500177e-17,4.2239020910426003e-14,-1,2021-05-13
2021-05-14,-1,-1,-1,6.419953413354556e-19,4.320628647187616e-16,-1,2021-05-14
2021-05-15,-1,-1,-1,6.048792669937448e-20,4.38537468570465e-17,-1,2021-05-15
2021-05-16,-1,-1,-1,5.966259722347713e-18,3.669249729243844e-15,-1,2021-05-16
2021-05-17,-1,1,0,100.0,1.0,0,2021-05-17
2021-05-18,-1,1,0,100.0,1.0,0,2021-05-18
2021-05-19,-1,0,0,100.0,1.0,0,2021-05-19
2021-05-20,-1,1,0,100.0,1.0,0,2021-05-20
2021-05-21,-1,1,0,100.0,1.0,0,2021-05-21
2021-05-22,-1,1,0,100.0,1.0,0,2021-05-22
2021-05-23,-1,1,0,100.0,1.0,0,2021-05-23
2021-05-24,-1,1,0,100.0,1.0,0,2021-05-24
2021-05-25,-1,1,0,100.0,1.0,0,2021-05-25
2021-05-26,0,1,0,100.0,1.0,0,2021-05-26
2021-05-27,0,1,0,100.0,1.0,0,2021-05-27
2021-05-28,0,1,0,100.0,1.0,0,2021-05-28
2021-05-29,1,1,1,4.03164283508361e-18,2.535903343267591e-15,1,2021-05-29
2021-05-30,1,1,1,1.1538304537254052e-19,8.122966394226853e-17,1,2021-05-30
2021-05-31,1,1,1,2.229673935557596e-21,1.705700560701561e-18,1,2021-05-31
2021-06-01,1,1,1,7.212765966227981e-19,4.839765963338975e-16,1,2021-06-01
2021-06-02,1,1,1,5.262368577763295e-16,2.6890703432370437e-13,1,2021-06-02
2021-06-03,1,1,1,2.4255707237695146e-15,1.1327415280003634e-12,1,2021-06-03
2021-06-04,1,1,1,1.1664492608041863e-15,5.635123044061388e-13,1,2021-06-04
2021-06-05,1,1,1,7.381002127627861e-16,3.685051638861359e-13,1,2021-06-05
2021-06-06,1,1,1,9.907418541845231e-17,5.508524709265949e-14,1,2021-06-06
2021-06-07,1,1,1,1.3317704110125467e-16,7.338054964679133e-14,1,2021-06-07
2021-06-08,1,1,1,2.4446404431849335e-16,1.2995114641407713e-13,1,2021-06-08
2021-06-09,1,1,1,7.676757648392245e-17,4.329691313693226e-14,1,2021-06-09
2021-06-10,1,1,1,2.000902887585304e-17,1.1725290921249882e-14,1,2021-06-10
2021-06-11,1,1,1,5.023686042058507e-17,2.858477357931291e-14,1,2021-06-11
2021-06-12,1,1,1,7.819677022213795e-17,4.4024781635063664e-14,1,2021-06-12
2021-06-13,1,1,1,1.6611692276245124e-17,9.867345212089604e-15,1,2021-06-13
2021-06-14,1,1,1,9.651470881203469e-16,4.748523673552106e-13,1,2021-06-14
2021-06-15,1,1,1,1.695710943133211e-16,9.224667530644667e-14,1,2021-06-15
2021-06-16,1,1,1,3.219432406387453e-16,1.6773242837278628e-13,1,2021-06-16
2021-06-17,1,1,1,2.278506317630848e-16,1.2235578925677654e-13,1,2021-06-17
2021-06-18,1,1,1,2.653134972825251e-17,1.533512014292995e-14,1,2021-06-18
2021-06-19,1,1,1,1.4945270237660642e-18,9.74279447725094e-16,1,2021-06-19
2021-06-20,1,1,1,6.4771422631893605e-18,3.959127443398806e-15,1,2021-06-20
2021-06-21,1,1,1,1.2109477690895632e-17,7.241467659155588e-15,1,2021-06-21
2021-06-22,1,1,1,3.78288905924498e-18,2.3870029963835825e-15,1,2021-06-22
2021-06-23,1,1,1,2.576387238668692e-17,1.4917282111891726e-14,1,2021-06-23
2021-06-24,1,1,1,7.370103277722718e-16,3.685051638861359e-13,1,2021-06-24
2021-06-25,1,1,1,2.3058032067397607e-16,1.2359105188125118e-13,1,2021-06-25
2021-06-26,1,1,1,9.350022118913916e-18,5.694163470418575e-15,1,2021-06-26
2021-06-27,1,1,1,5.770643892685832e-17,3.277725731045552e-14,1,2021-06-27
2021-06-28,1,1,1,2.0135672856364429e-16,1.0873263342436792e-13,1,2021-06-28
2021-06-29,1,1,1,1.64446726575104e-16,8.962346598343167e-14,1,2021-06-29
2021-06-30,1,1,1,1.5100460394263454e-15,7.263321449640722e-13,1,2021-06-30
2021-07-01,1,-1,0,100.0,1.0,0,2021-07-01
2021-07-02,1,0,0,100.0,1.0,0,2021-07-02
2021-07-03,1,-1,0,100.0,1.0,0,2021-07-03
2021-07-04,1,-1,0,100.0,1.0,0,2021-07-04
2021-07-05,1,-1,0,100.0,1.0,0,2021-07-05
2021-07-06,1,-1,0,100.0,1.0,0,2021-07-06
2021-07-07,1,-1,0,100.0,1.0,0,2021-07-07
2021-07-08,1,-1,0,100.0,1.0,0,2021-07-08
2021-07-09,1,-1,0,100.0,1.0,0,2021-07-09
2021-07-10,1,-1,0,100.0,1.0,0,2021-07-10
2021-07-11,1,-1,0,100.0,1.0,0,2021-07-11
2021-07-12,1,-1,0,100.0,1.0,0,2021-07-12
2021-07-13,1,-1,0,100.0,1.0,0,2021-07-13
2021-07-14,1,-1,0,100.0,1.0,0,2021-07-14
2021-07-15,1,-1,0,100.0,1.0,0,2021-07-15
2021-07-16,1,-1,0,100.0,1.0,0,2021-07-16
2021-07-17,1,-1,0,100.0,1.0,0,2021-07-17
2021-07-18,1,-1,0,100.0,1.0,0,2021-07-18
2021-07-19,1,0,0,100.0,1.0,0,2021-07-19
2021-07-20,1,0,0,100.0,1.0,0,2021-07-20
2021-07-21,1,0,0,100.0,1.0,0,2021-07-21
2021-07-22,0,1,0,100.0,1.0,0,2021-07-22
2021-07-23,0,0,0,100.0,1.0,0,2021-07-23
2021-07-24,0,0,0,100.0,1.0,0,2021-07-24
2021-07-25,0,0,0,100.0,1.0,0,2021-07-25
2021-07-26,1,0,0,100.0,1.0,0,2021-07-26
2021-07-27,1,-1,0,100.0,1.0,0,2021-07-27
2021-07-28,0,-1,0,100.0,1.0,0,2021-07-28
2021-07-29,0,-1,0,100.0,1.0,0,2021-07-29
2021-07-30,0,-1,0,100.0,1.0,0,2021-07-30
2021-07-31,1,-1,0,100.0,1.0,0,2021-07-31
2021-08-01,0,-1,0,100.0,1.0,0,2021-08-01
2021-08-02,0,-1,0,100.0,1.0,0,2021-08-02
2021-08-03,0,-1,0,100.0,1.0,0,2021-08-03
2021-08-04,-1,-1,-1,1.0579190125506166e-17,6.389830835805724e-15,-1,2021-08-04
2021-08-05,-1,-1,-1,6.70121380429499e-15,2.9485340738897957e-12,-1,2021-08-05
2021-08-06,0,-1,0,100.0,1.0,0,2021-08-06
2021-08-07,0,-1,0,100.0,1.0,0,2021-08-07
2021-08-08,0,-1,0,100.0,1.0,0,2021-08-08
2021-08-09,-1,-1,-1,2.506853838358628e-18,1.596865895034446e-15,-1,2021-08-09
2021-08-10,-1,-1,-1,2.9698510689665326e-16,1.556201960138463e-13,-1,2021-08-10
2021-08-11,-1,-1,-1,3.743842919560272e-14,1.5125125395023498e-11,-1,2021-08-11
2021-08-12,-1,-1,-1,6.587681202000921e-14,2.588958712386362e-11,-1,2021-08-12
2021-08-13,-1,-1,-1,4.205733294358558e-15,1.8967857157557098e-12,-1,2021-08-13
2021-08-14,0,-1,0,100.0,1.0,0,2021-08-14
2021-08-15,-1,-1,-1,1.3008601704647323e-19,9.132038396662421e-17,-1,2021-08-15
2021-08-16,-1,-1,-1,3.097641006672553e-19,2.134274653597389e-16,-1,2021-08-16
2021-08-17,-1,-1,-1,9.944052271778165e-18,6.0360397289693455e-15,-1,2021-08-17
2021-08-18,1,-1,0,100.0,1.0,0,2021-08-18
2021-08-19,1,-1,0,100.0,1.0,0,2021-08-19
2021-08-20,1,-1,0,100.0,1.0,0,2021-08-20
2021-08-21,0,-1,0,100.0,1.0,0,2021-08-21
2021-08-22,0,-1,0,100.0,1.0,0,2021-08-22
2021-08-23,1,-1,0,100.0,1.0,0,2021-08-23
2021-08-24,0,-1,0,100.0,1.0,0,2021-08-24
2021-08-25,0,-1,0,100.0,1.0,0,2021-08-25
2021-08-26,0,-1,0,100.0,1.0,0,2021-08-26
2021-08-27,0,-1,0,100.0,1.0,0,2021-08-27
2021-08-28,1,-1,0,100.0,1.0,0,2021-08-28
2021-08-29,1,-1,0,100.0,1.0,0,2021-08-29
2021-08-30,1,-1,0,100.0,1.0,0,2021-08-30
2021-08-31,1,-1,0,100.0,1.0,0,2021-08-31
2021-09-01,1,-1,0,100.0,1.0,0,2021-09-01
2021-09-02,1,-1,0,100.0,1.0,0,2021-09-02
2021-09-03,1,-1,0,100.0,1.0,0,2021-09-03
2021-09-04,1,0,0,100.0,1.0,0,2021-09-04
2021-09-05,1,0,0,100.0,1.0,0,2021-09-05
2021-09-06,1,0,0,100.0,1.0,0,2021-09-06
2021-09-07,1,1,1,3.3969511782744428e-15,1.5625975420062437e-12,1,2021-09-07
2021-09-08,1,1,1,2.840097931971547e-16,1.4938915122170335e-13,1,2021-09-08
2021-09-09,1,1,1,1.6382599733037752e-17,9.747646841157463e-15,1,2021-09-09
2021-09-10,1,1,1,1.4259139332713728e-18,9.325477123594778e-16,1,2021-09-10
2021-09-11,1,1,1,4.0026442217168384e-19,2.7378086476543174e-16,1,2021-09-11
2021-09-12,1,1,1,3.476269512470475e-19,2.3881971550672165e-16,1,2021-09-12
2021-09-13,1,1,1,5.42973496934368e-19,3.6813603092150153e-16,1,2021-09-13
2021-09-14,1,1,1,6.76593573435938e-21,5.054153993566457e-18,1,2021-09-14
2021-09-15,1,1,1,7.072655128931581e-25,5.898594377528938e-22,1,2021-09-15
2021-09-16,1,1,1,2.570407230854328e-27,2.1899869606878873e-24,1,2021-09-16
2021-09-17,1,1,1,3.5217409394519323e-25,2.947697166321267e-22,1,2021-09-17
2021-09-18,1,1,1,2.0252226991225558e-21,1.5513205875278778e-18,1,2021-09-18
2021-09-19,1,1,1,1.2573475651245482e-21,9.76959058101774e-19,1,2021-09-19
2021-09-20,1,1,1,5.787663026381438e-20,4.201843357152924e-17,1,2021-09-20
2021-09-21,1,1,1,1.3599019447614314e-17,8.118614610225746e-15,1,2021-09-21
2021-09-22,1,1,1,2.7862437558076944e-16,1.4687879170766253e-13,1,2021-09-22
2021-09-23,1,1,1,1.8275273335805994e-14,7.693890074374324e-12,1,2021-09-23
2021-09-24,1,1,1,7.972067846265268e-14,3.125050595735985e-11,1,2021-09-24
2021-09-25,1,1,1,8.375249688265074e-16,4.1457485956912117e-13,1,2021-09-25
2021-09-26,1,1,1,1.305073667974015e-15,6.290455079634752e-13,1,2021-09-26
2021-09-27,1,1,1,6.570951582810844e-17,3.7257295474537484e-14,1,2021-09-27
2021-09-28,1,1,1,9.892524731646084e-20,6.994014985273782e-17,1,2021-09-28
2021-09-29,1,1,1,5.322802780161026e-21,3.99742488790093e-18,1,2021-09-29
2021-09-30,1,1,1,6.162568726786351e-20,4.4616997581933186e-17,1,2021-09-30
2021-10-01,1,1,1,5.623094829076685e-19,3.801212104455839e-16,1,2021-10-01
2021-10-02,1,1,1,1.2042184522000082e-18,7.923757415476054e-16,1,2021-10-02
2021-10-03,1,1,1,9.353193476702168e-19,6.219873662006942e-16,1,2021-10-03
2021-10-04,1,1,1,1.983923860476901e-19,1.3788270830314463e-16,1,2021-10-04
2021-10-05,1,1,1,6.47273335570089e-20,4.6733134828160426e-17,1,2021-10-05
2021-10-06,1,1,1,1.9798020576024167e-19,1.3779422320912821e-16,1,2021-10-06
2021-10-07,1,1,1,9.45534195264031e-19,6.278347056553165e-16,1,2021-10-07
2021-10-08,1,1,1,1.3795991198194193e-18,9.036374234817195e-16,1,2021-10-08
2021-10-09,1,1,1,1.1218696859560885e-18,7.404339927310185e-16,1,2021-10-09
2021-10-10,1,1,1,5.591948781480527e-18,3.4446404493920046e-15,1,2021-10-10
2021-10-11,1,1,1,3.6537788658122897e-19,2.506492301947231e-16,1,2021-10-11
2021-10-12,1,1,1,1.7005307919786473e-21,1.311109240615537e-18,1,2021-10-12
2021-10-13,1,1,1,2.1142459343472183e-23,1.723110436492983e-20,1,2021-10-13
2021-10-14,1,1,1,2.138922668793754e-23,1.7410830523981156e-20,1,2021-10-14
2021-10-15,1,1,1,6.730109625018707e-22,5.249485507514592e-19,1,2021-10-15
2021-10-16,1,1,1,3.321419883849431e-21,2.527600531609417e-18,1,2021-10-16
2021-10-17,1,1,1,6.294954260482677e-20,4.5512519303289753e-17,1,2021-10-17
2021-10-18,1,1,1,8.29203515723689e-19,5.547371520191479e-16,1,2021-10-18
2021-10-19,1,1,1,4.8383484460611234e-18,3.0046143850039574e-15,1,2021-10-19
2021-10-20,1,1,1,2.7783562940955308e-19,1.9226225555141072e-16,1,2021-10-20
2021-10-21,1,1,1,9.709417358360474e-20,6.874267489719215e-17,1,2021-10-21
2021-10-22,1,1,1,2.7230569802988874e-20,2.0123391084408778e-17,1,2021-10-22
2021-10-23,1,1,1,1.716062762245801e-21,1.3213683269292666e-18,1,2021-10-23
2021-10-24,1,1,1,4.292473687193497e-23,3.481196160313926e-20,1,2021-10-24
2021-10-25,1,1,1,1.3982911826132215e-22,1.118632946090577e-19,1,2021-10-25
2021-10-26,1,1,1,1.1975251489893075e-22,9.628102197874032e-20,1,2021-10-26
2021-10-27,1,1,1,1.205232036661757e-23,9.87085038025979e-21,1,2021-10-27
2021-10-28,-1,1,0,100.0,1.0,0,2021-10-28
2021-10-29,-1,1,0,100.0,1.0,0,2021-10-29
2021-10-30,-1,1,0,100.0,1.0,0,2021-10-30
2021-10-31,-1,1,0,100.0,1.0,0,2021-10-31
2021-11-01,-1,1,0,100.0,1.0,0,2021-11-01
2021-11-02,-1,1,0,100.0,1.0,0,2021-11-02
2021-11-03,-1,1,0,100.0,1.0,0,2021-11-03
2021-11-04,-1,1,0,100.0,1.0,0,2021-11-04
2021-11-05,-1,1,0,100.0,1.0,0,2021-11-05
2021-11-06,-1,1,0,100.0,1.0,0,2021-11-06
2021-11-07,-1,1,0,100.0,1.0,0,2021-11-07
2021-11-08,-1,1,0,100.0,1.0,0,2021-11-08
2021-11-09,-1,1,0,100.0,1.0,0,2021-11-09
2021-11-10,-1,1,0,100.0,1.0,0,2021-11-10
2021-11-11,-1,1,0,100.0,1.0,0,2021-11-11
2021-11-12,-1,1,0,100.0,1.0,0,2021-11-12
2021-11-13,-1,1,0,100.0,1.0,0,2021-11-13
2021-11-14,-1,1,0,100.0,1.0,0,2021-11-14
2021-11-15,-1,1,0,100.0,1.0,0,2021-11-15
2021-11-16,-1,1,0,100.0,1.0,0,2021-11-16
2021-11-17,0,1,0,100.0,1.0,0,2021-11-17
2021-11-18,0,1,0,100.0,1.0,0,2021-11-18
2021-11-19,0,1,0,100.0,1.0,0,2021-11-19
2021-11-20,0,1,0,100.0,1.0,0,2021-11-20
2021-11-21,-1,1,0,100.0,1.0,0,2021-11-21
2021-11-22,-1,1,0,100.0,1.0,0,2021-11-22
2021-11-23,-1,1,0,100.0,1.0,0,2021-11-23
2021-11-24,-1,1,0,100.0,1.0,0,2021-11-24
2021-11-25,-1,1,0,100.0,1.0,0,2021-11-25
2021-11-26,-1,1,0,100.0,1.0,0,2021-11-26
2021-11-27,-1,1,0,100.0,1.0,0,2021-11-27
2021-11-28,-1,1,0,100.0,1.0,0,2021-11-28
2021-11-29,-1,1,0,100.0,1.0,0,2021-11-29
2021-11-30,-1,1,0,100.0,1.0,0,2021-11-30
2021-12-01,0,1,0,100.0,1.0,0,2021-12-01
2021-12-02,0,1,0,100.0,1.0,0,2021-12-02
2021-12-03,-1,1,0,100.0,1.0,0,2021-12-03
2021-12-04,0,1,0,100.0,1.0,0,2021-12-04
2021-12-05,0,1,0,100.0,1.0,0,2021-12-05
2021-12-06,1,1,1,3.7249964745822945e-22,2.9390222184454303e-19,1,2021-12-06
2021-12-07,1,1,1,3.737567369881199e-21,2.83681363373983e-18,1,2021-12-07
2021-12-08,1,1,1,6.47352067823591e-20,4.6733134828160426e-17,1,2021-12-08
2021-12-09,1,1,1,6.912351075809693e-19,4.645099922944113e-16,1,2021-12-09
2021-12-10,1,1,1,3.909171598851682e-18,2.4627781072765596e-15,1,2021-12-10
2021-12-11,1,1,1,8.107147961918974e-18,4.945360256770574e-15,1,2021-12-11
2021-12-12,1,1,1,4.7190550078768426e-18,2.935252214899396e-15,1,2021-12-12
2021-12-13,1,1,1,7.56238733079608e-19,5.066799511633373e-16,1,2021-12-13
2021-12-14,1,1,1,2.488792825415182e-20,1.8417066908072347e-17,1,2021-12-14
2021-12-15,0,1,0,100.0,1.0,0,2021-12-15
2021-12-16,-1,1,0,100.0,1.0,0,2021-12-16
2021-12-17,-1,1,0,100.0,1.0,0,2021-12-17
2021-12-18,-1,1,0,100.0,1.0,0,2021-12-18
2021-12-19,-1,1,0,100.0,1.0,0,2021-12-19
2021-12-20,-1,1,0,100.0,1.0,0,2021-12-20
2021-12-21,-1,1,0,100.0,1.0,0,2021-12-21
2021-12-22,-1,1,0,100.0,1.0,0,2021-12-22
2021-12-23,-1,1,0,100.0,1.0,0,2021-12-23
2021-12-24,-1,1,0,100.0,1.0,0,2021-12-24
2021-12-25,0,1,0,100.0,1.0,0,2021-12-25
2021-12-26,1,1,1,5.051483929191771e-16,2.586359771746187e-13,1,2021-12-26
2021-12-27,1,1,1,9.692631674890639e-17,5.4084884745889764e-14,1,2021-12-27
2021-12-28,1,1,1,6.130751881971135e-18,3.764281655530277e-15,1,2021-12-28
2021-12-29,1,1,1,5.304998995334906e-19,3.6020943178324014e-16,1,2021-12-29
2021-12-30,1,1,1,2.502638728452271e-18,1.596683508752549e-15,1,2021-12-30
2021-12-31,1,1,1,6.403258691322351e-21,4.789637501109119e-18,1,2021-12-31
