,up_events_sensitivity,up_events_precision,up_events_F1,down_events_sensitivity,down_events_precision,down_events_F1
value,0.25,0.2857142857142857,0.26666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143
