date,Durchfall,Angst,Rachenschmerzen,Fieber,Entzündung,Muskelschmerzen,Schock,trockener Husten,Sputum,Husten,Kopfschmerzen,Erbrechen,Übelkeit,Lymphopenie,Pneumonie,respiratorische Insuffizienz,Dyspnoe,Hypoxämie,Müdigkeit,Ausfluss,ensemble_trend,harmonic_p,Holm_pval(alpha=0.05),up/down trend
2020-07-04,1,1,1,1,0,1,0,1,0,1,-1,-1,1,-1,-1,0,0,1,0,1,1,1.8415834776243675e-17,6.445542171685286e-15,1
2020-07-05,1,1,1,1,-1,1,0,0,0,1,-1,-1,1,-1,-1,0,0,1,0,1,1,1.88955525364739e-17,6.544181501697325e-15,1
2020-07-06,1,1,1,1,-1,1,0,0,0,1,-1,0,1,-1,-1,-1,0,1,0,1,1,1.0506436598736095e-17,3.813836485341202e-15,1
2020-07-07,1,1,1,1,-1,1,0,0,-1,1,-1,0,1,-1,-1,-1,0,1,-1,1,1,2.0660440789943053e-17,6.962568546210809e-15,1
2020-07-08,1,1,1,1,0,1,-1,0,-1,1,-1,0,1,-1,-1,-1,0,1,-1,1,1,1.0459568686906783e-16,3.0228153505160604e-14,1
2020-07-09,1,1,1,1,0,1,-1,0,-1,1,-1,0,1,-1,-1,-1,0,1,-1,1,1,5.517771496324178e-20,3.150647524401105e-17,1
2020-07-10,1,1,1,1,0,1,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,100.0,1.0,0
2020-07-11,1,1,1,0,0,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,100.0,1.0,0
2020-07-12,1,1,1,0,0,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,100.0,1.0,0
2020-07-13,1,1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,1.4184125046321117e-13,1.9857775064849562e-11,1
2020-07-14,1,1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,5.823919274238536e-13,7.221659900055785e-11,1
2020-07-15,1,1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,1.647002863703523e-13,2.2563939232738264e-11,1
2020-07-16,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,2.4960330927640073e-14,4.268216588626452e-12,1
2020-07-17,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,1.9646139141196126e-15,4.36144288934554e-13,1
2020-07-18,1,1,0,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,6.645121763661037e-17,2.0201170161529553e-14,1
2020-07-19,1,1,0,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,8.074664401900129e-19,3.74664428248166e-16,1
2020-07-20,1,1,0,-1,1,1,-1,-1,0,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1.9641685511242984e-20,1.1863578048790762e-17,1
2020-07-21,1,1,0,0,1,1,-1,-1,0,0,-1,1,1,-1,1,-1,-1,1,-1,1,1,4.489840945678466e-20,2.5951280666021533e-17,1
2020-07-22,1,1,0,0,1,1,-1,-1,0,0,-1,1,1,-1,1,-1,-1,1,0,1,1,1.2704234439069336e-18,5.691497028703062e-16,1
2020-07-23,1,1,0,0,1,1,-1,-1,0,0,0,1,1,-1,1,-1,-1,1,0,1,1,4.720931214590422e-16,1.175511872433015e-13,1
2020-07-24,1,1,-1,0,1,1,-1,-1,0,0,0,1,1,-1,1,-1,-1,1,0,1,1,1.0698713540025961e-15,2.5248963954461267e-13,1
2020-07-25,1,1,-1,0,1,1,-1,-1,1,0,0,1,1,-1,1,-1,-1,1,0,1,1,3.8016011789114763e-16,9.65606699443515e-14,1
2020-07-26,1,1,-1,1,1,1,-1,-1,1,0,0,1,1,-1,1,-1,-1,1,0,1,1,2.6441334564836934e-16,6.927629655987277e-14,1
2020-07-27,1,1,-1,1,1,1,-1,-1,1,0,0,1,1,-1,1,-1,-1,1,1,1,1,1.0241149066707349e-16,2.969933229345131e-14,1
2020-07-28,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,4.71245003958446e-17,1.474996862389936e-14,1
2020-07-29,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1.9093455149311004e-17,6.5872420265122966e-15,1
2020-07-30,1,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,7.251972028801559e-18,2.748497398915791e-15,1
2020-07-31,1,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,2.3113499142844437e-18,9.823237135708886e-16,1
2020-08-01,1,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,5.351651610224515e-19,2.584847727738441e-16,1
2020-08-02,1,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,0,1,1,1,1,7.61112413682846e-20,4.2317850200766236e-17,1
2020-08-03,1,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,0,1,1,1,1,4.983957728384503e-21,3.2345885657215423e-18,1
2020-08-04,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,0,1,1,1,1,1.2493855140893674e-22,9.070538832288807e-20,1
2020-08-05,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,0,1,1,1,1,3.266822951732906e-24,2.538321433496468e-21,1
2020-08-06,1,1,-1,1,1,0,-1,1,1,1,1,1,1,-1,1,-1,0,1,1,1,1,1.6249054239561162e-23,1.2365530276306044e-20,1
2020-08-07,1,1,-1,1,1,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,2.731216664773238e-21,1.8189902987389766e-18,1
2020-08-08,1,1,-1,1,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,2.0018349578616877e-19,1.044957848003801e-16,1
2020-08-09,1,1,-1,1,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,4.958443443517282e-18,1.9685020470763608e-15,1
2020-08-10,0,1,-1,1,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,4.2638187250340124e-17,1.351630535835782e-14,1
2020-08-11,0,1,-1,1,0,-1,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1.3325266730627207e-16,3.7710504847674993e-14,1
2020-08-12,0,1,-1,1,0,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,0,1,1.645281770827962e-16,4.557430505193455e-14,1
2020-08-13,0,1,-1,1,-1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,1,0,1,3.0355460747345124e-18,1.2597516210148227e-15,1
2020-08-14,0,1,-1,1,-1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,1,0,1,2.5841284715541323e-20,1.5375564405747087e-17,1
2020-08-15,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,1,0,1,7.445487903024935e-20,4.147136761984889e-17,1
2020-08-16,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,1,0,1,7.977886785218717e-19,3.709717355126703e-16,1
2020-08-17,-1,1,-1,1,-1,-1,1,1,1,1,1,0,1,0,1,-1,1,1,1,0,1,5.419694002750736e-18,2.1407791310865405e-15,1
2020-08-18,-1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,2.7176710030732115e-19,1.3797512911030402e-16,1
2020-08-19,-1,0,-1,1,-1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,2.31730667316632e-19,1.1934129366806548e-16,1
2020-08-20,-1,0,-1,1,-1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1.8601835987041183e-18,8.0359931464017915e-16,1
2020-08-21,-1,0,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,1,1.732073666087638e-16,4.763202581741004e-14,1
2020-08-22,-1,0,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,1,3.6367924782875574e-17,1.1637735930520183e-14,1
2020-08-23,-1,0,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,1,5.446146386832823e-16,1.35064430393454e-13,1
2020-08-24,-1,-1,-1,0,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,1,9.17741019152639e-15,1.7528853465815406e-12,1
2020-08-25,-1,-1,-1,0,-1,-1,1,1,1,1,1,-1,0,1,1,-1,1,1,0,0,1,1.7616167948681273e-14,3.100445558967904e-12,1
2020-08-26,-1,-1,-1,0,-1,-1,1,1,1,1,1,-1,0,1,1,-1,1,1,-1,0,1,2.565154413438378e-14,4.360762502845243e-12,1
2020-08-27,-1,-1,-1,0,-1,-1,0,1,1,1,1,-1,0,1,1,-1,1,1,-1,0,0,100.0,1.0,0
2020-08-28,-1,-1,-1,0,-1,-1,0,1,1,1,1,-1,0,1,1,-1,1,1,-1,0,0,100.0,1.0,0
2020-08-29,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,0,-1,3.9450602672601145e-14,6.272645824943582e-12,-1
2020-08-30,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,1,1,0,1,1,-1,-1,-1,4.468125926753424e-16,1.1214996076151093e-13,-1
2020-08-31,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,1,1,0,1,1,-1,-1,-1,1.2532151654922396e-18,5.626936093060156e-16,-1
2020-09-01,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,1,1,0,1,1,-1,-1,-1,1.0875501715065011e-21,7.471469678249663e-19,-1
2020-09-02,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,-1,0,1,0,1,1,-1,-1,-1,1.1056458284718575e-22,8.038045172990405e-20,-1
2020-09-03,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,0,1,0,1,1,-1,-1,-1,2.823085022619295e-21,1.877351540041831e-18,-1
2020-09-04,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,0,1,1,1,1,-1,-1,-1,3.863157573535218e-20,2.2444945502239618e-17,-1
2020-09-05,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,0,1,1,1,1,-1,-1,-1,1.771485179120822e-19,9.353441745757939e-17,-1
2020-09-06,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,-1,1,1,1,1,-1,-1,-1,3.344172903504751e-19,1.6620539330418614e-16,-1
2020-09-07,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,-1,1,1,1,1,-1,-1,-1,5.775897312096064e-19,2.7723302985850347e-16,-1
2020-09-08,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,5.752719951328241e-19,2.767058296588884e-16,-1
2020-09-09,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,3.8684320782141927e-19,1.8839264220903118e-16,-1
2020-09-10,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,0,-1,1.8671072278849911e-19,9.802312946396203e-17,-1
2020-09-11,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,1,0,1,-1,0,-1,6.020190633609729e-20,3.415368692162418e-17,-1
2020-09-12,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,1,0,1,-1,0,-1,1.3864559581567377e-20,8.582162380990206e-18,-1
2020-09-13,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,0,1,0,1,-1,0,-1,3.513649531251401e-21,2.3119813915634218e-18,-1
2020-09-14,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,0,-1,3.889234608561227e-21,2.5396701993904814e-18,-1
2020-09-15,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,0,-1,1.6613955394655138e-20,1.0101284879950325e-17,-1
2020-09-16,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,-1,1.6959779077789412e-19,8.988682911228389e-17,-1
2020-09-17,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,3.8165570771761375e-19,1.862479853661955e-16,-1
2020-09-18,-1,-1,0,0,-1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,3.525756097966281e-20,2.0660930734082405e-17,-1
2020-09-19,-1,-1,0,0,-1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,1.7522829689731292e-21,1.1862955699948085e-18,-1
2020-09-20,-1,-1,0,0,-1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,1.9568669710064687e-21,1.3169714714873535e-18,-1
2020-09-21,-1,-1,0,0,-1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,3.6268588751148853e-19,1.788556384990043e-16,-1
2020-09-22,-1,-1,0,0,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,-1,-1,-1,6.566883079913263e-17,2.0028993393735453e-14,-1
2020-09-23,-1,-1,0,1,-1,1,-1,1,0,1,0,1,-1,-1,-1,1,-1,1,-1,-1,-1,3.4981585800230228e-15,7.416096189648809e-13,-1
2020-09-24,-1,-1,0,1,-1,1,-1,1,0,1,0,1,-1,-1,-1,1,-1,1,-1,-1,-1,5.1965629648635064e-14,8.0027069658898e-12,-1
2020-09-25,-1,-1,0,1,-1,1,-1,1,0,1,0,1,-1,-1,-1,1,-1,1,-1,-1,-1,2.4628960826797256e-13,3.127878025003252e-11,-1
2020-09-26,-1,-1,0,1,-1,1,-1,1,0,1,0,1,-1,-1,-1,1,-1,1,-1,-1,-1,3.4559464350443617e-12,3.801541078548798e-10,-1
2020-09-27,-1,-1,0,1,-1,1,-1,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1.195635444261357e-11,1.1836790898187435e-09,-1
2020-09-28,-1,-1,0,1,-1,1,-1,1,1,1,1,1,-1,0,-1,1,-1,1,-1,-1,0,100.0,1.0,0
2020-09-29,-1,-1,0,1,-1,1,-1,1,1,1,1,1,0,0,-1,1,-1,1,-1,-1,1,5.115637513409692e-14,7.929238145785024e-12,1
2020-09-30,-1,-1,0,1,-1,1,-1,1,1,1,1,1,0,0,-1,1,-1,1,-1,-1,1,3.904007127464399e-14,6.246411403943038e-12,1
2020-10-01,-1,-1,0,1,-1,1,-1,1,1,1,1,1,0,0,-1,1,-1,1,-1,-1,1,3.254987063745966e-14,5.370728655180844e-12,1
2020-10-02,-1,-1,0,1,-1,1,-1,1,1,1,1,1,0,1,-1,1,-1,1,-1,-1,1,4.234188559412714e-15,8.807112203578445e-13,1
2020-10-03,-1,-1,0,1,-1,1,-1,1,1,1,1,1,0,1,-1,1,-1,1,-1,-1,1,2.458405278607816e-17,8.211073630550106e-15,1
2020-10-04,-1,-1,0,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,9.41963963162418e-19,4.333034230547123e-16,1
2020-10-05,-1,-1,0,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,5.553715141321685e-18,2.182610050539422e-15,1
2020-10-06,-1,-1,0,1,-1,1,-1,0,1,1,1,0,1,1,-1,1,-1,1,-1,-1,1,6.99014839448621e-17,2.1110248151348352e-14,1
2020-10-07,-1,-1,0,1,-1,1,-1,0,1,1,1,0,1,1,-1,0,-1,1,-1,-1,0,100.0,1.0,0
2020-10-08,-1,-1,0,1,-1,1,-1,0,1,1,1,0,1,1,-1,0,-1,1,-1,-1,0,100.0,1.0,0
2020-10-09,-1,-1,0,1,-1,1,-1,0,1,1,1,0,1,1,-1,0,-1,1,-1,-1,0,100.0,1.0,0
2020-10-10,-1,-1,0,1,-1,1,-1,0,1,1,1,0,1,1,-1,0,-1,1,-1,-1,0,100.0,1.0,0
2020-10-11,-1,-1,0,1,0,1,-1,-1,1,1,1,-1,1,1,-1,0,0,1,-1,-1,0,100.0,1.0,0
2020-10-12,-1,-1,0,1,0,1,-1,-1,1,1,1,-1,1,1,-1,-1,0,1,-1,-1,-1,5.4199020830069784e-15,1.0839804166013958e-12,-1
2020-10-13,-1,-1,0,1,0,1,-1,-1,1,1,1,-1,1,1,0,-1,0,1,-1,-1,0,100.0,1.0,0
2020-10-14,-1,-1,0,1,0,1,-1,-1,1,1,1,-1,1,1,0,-1,0,1,-1,-1,0,100.0,1.0,0
2020-10-15,-1,-1,0,1,0,1,-1,-1,1,1,1,-1,1,1,0,-1,0,1,-1,-1,0,100.0,1.0,0
2020-10-16,-1,-1,0,0,1,1,-1,-1,1,1,1,-1,0,1,0,-1,1,1,-1,-1,0,100.0,1.0,0
2020-10-17,-1,-1,0,0,1,1,-1,-1,1,1,1,-1,0,1,1,-1,1,1,-1,-1,1,7.3520596009337e-17,2.20561788028011e-14,1
2020-10-18,-1,-1,0,0,1,1,-1,-1,1,1,1,-1,0,1,1,-1,1,1,-1,-1,1,9.279308820842383e-16,2.2177548081813294e-13,1
2020-10-19,-1,-1,0,0,1,1,-1,-1,1,0,1,-1,0,1,1,-1,1,1,-1,-1,0,100.0,1.0,0
2020-10-20,-1,-1,0,0,1,1,-1,-1,1,0,1,-1,0,1,1,-1,1,1,-1,-1,0,100.0,1.0,0
2020-10-21,-1,-1,0,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,1,1,-1,-1,-1,1.4803773539677683e-19,8.008841484965626e-17,-1
2020-10-22,-1,-1,0,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,1,1,-1,-1,-1,2.0126486865991372e-20,1.2116145093326807e-17,-1
2020-10-23,-1,-1,0,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,2.757124842940376e-19,1.3951051705278302e-16,-1
2020-10-24,-1,-1,0,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,2.1762247601728373e-18,9.292479725938015e-16,-1
2020-10-25,-1,-1,0,-1,1,0,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,7.231197864486711e-18,2.74785518850495e-15,-1
2020-10-26,-1,-1,0,-1,1,0,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,5.865447818201004e-16,1.448765611095648e-13,-1
2020-10-27,-1,-1,0,-1,1,0,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,3.3400578409807534e-14,5.477694859208435e-12,-1
2020-10-28,-1,-1,0,-1,1,0,-1,-1,1,-1,0,-1,-1,1,1,0,1,1,-1,-1,-1,5.517477856468835e-13,6.896847320586044e-11,-1
2020-10-29,-1,-1,0,-1,1,0,-1,-1,1,-1,0,-1,-1,1,1,0,1,1,-1,-1,-1,3.2571038415218565e-12,3.6153852640892606e-10,-1
2020-10-30,-1,-1,0,-1,1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,1,1,-1,-1,-1,3.0559957932326354e-12,3.422715288420552e-10,-1
2020-10-31,-1,-1,0,-1,1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,1,1,-1,-1,-1,7.45977927876266e-13,8.877137341727565e-11,-1
2020-11-01,-1,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,1,0,0,1,1,-1,-1,-1,2.7030115302126003e-14,4.568089486059295e-12,-1
2020-11-02,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,1,1,-1,-1,-1,1.2077600987271997e-15,2.8130265032838574e-13,-1
2020-11-03,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,0,1,-1,-1,-1,2.0734678214514727e-15,4.56162920719324e-13,-1
2020-11-04,-1,-1,1,-1,0,-1,0,-1,1,-1,-1,-1,-1,1,0,1,0,1,-1,-1,-1,1.8817245958470394e-16,5.118290900703947e-14,-1
2020-11-05,-1,-1,1,-1,0,-1,0,-1,1,-1,-1,-1,-1,1,0,1,0,1,-1,-1,-1,8.826208275582484e-17,2.6125576495724152e-14,-1
2020-11-06,-1,-1,1,-1,0,-1,0,-1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,-1,-1,3.3172583157561568e-15,7.165277962033299e-13,-1
2020-11-07,-1,-1,1,-1,0,-1,0,-1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,-1,-1,2.3647323714677395e-16,6.290188108104187e-14,-1
2020-11-08,-1,0,1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,4.3639661373563226e-17,1.379013299404598e-14,-1
2020-11-09,-1,0,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,3.836729813490061e-17,1.2239168105033295e-14,-1
2020-11-10,-1,0,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,9.950735567728143e-17,2.9015048827482936e-14,-1
2020-11-11,-1,0,1,-1,0,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,4.0946515683692796e-16,1.0359468467974277e-13,-1
2020-11-12,-1,0,1,-1,0,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,3.066831562442213e-16,7.973762062349754e-14,-1
2020-11-13,-1,1,1,-1,0,-1,1,0,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,3.100240856201742e-17,1.0044780374093644e-14,-1
2020-11-14,-1,1,1,-1,0,-1,1,0,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,3.542920241648314e-19,1.7537455196159153e-16,-1
2020-11-15,-1,1,1,-1,0,-1,1,0,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,2.2813810537640838e-21,1.526243924968172e-18,-1
2020-11-16,-1,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,1,-1,1,-1,0,-1,-1,-1,2.518721066062048e-21,1.6825056721294483e-18,-1
2020-11-17,-1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,-1,1,-1,0,-1,-1,-1,8.583056203520093e-21,5.415908464421179e-18,-1
2020-11-18,-1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,-1,1,-1,0,-1,-1,-1,9.012094564728247e-21,5.657055269970527e-18,-1
2020-11-19,-1,1,1,0,-1,-1,1,1,0,-1,-1,0,-1,1,-1,1,-1,0,-1,-1,-1,8.039699366107819e-20,4.445953749457624e-17,-1
2020-11-20,-1,1,1,0,-1,-1,1,1,0,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,9.672069503085149e-20,5.309966157193747e-17,-1
2020-11-21,-1,1,1,0,-1,-1,1,1,0,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,4.6993589044061187e-20,2.7115300878423306e-17,-1
2020-11-22,-1,1,1,0,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,3.723254616955888e-18,1.5190878837180024e-15,-1
2020-11-23,-1,1,1,0,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1.4355370949664185e-14,2.5839667709395534e-12,-1
2020-11-24,0,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,2.650175285532127e-11,2.544168274110842e-09,-1
2020-11-25,0,1,1,1,0,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1.1020367057160084e-08,1.0248941363158878e-06,-1
2020-11-26,0,1,1,1,0,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,4.998144923962627e-08,4.598293330045617e-06,-1
2020-11-27,0,1,1,1,0,-1,1,1,-1,-1,0,1,0,1,-1,1,-1,-1,0,-1,1,1.175784557603537e-13,1.693129762949093e-11,1
2020-11-28,0,1,1,1,0,-1,1,1,-1,-1,0,1,0,1,-1,1,-1,-1,0,-1,1,9.776697965004122e-14,1.4273979028906018e-11,1
2020-11-29,1,1,1,1,0,-1,1,1,-1,-1,0,1,0,1,-1,1,-1,-1,0,0,1,6.311194682182888e-14,9.340568129630674e-12,1
2020-11-30,1,1,1,1,1,0,1,1,-1,-1,0,1,0,1,-1,0,-1,-1,0,0,1,2.891150868154264e-14,4.857133458499163e-12,1
2020-12-01,1,1,1,1,1,0,1,1,-1,-1,0,1,0,1,-1,0,-1,-1,1,0,1,1.2137006312396994e-14,2.2332091614810466e-12,1
2020-12-02,1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,-1,0,-1,-1,1,0,1,4.455621834669178e-15,9.193554542392678e-13,1
2020-12-03,1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,-1,0,-1,-1,1,0,1,1.1157865130526434e-15,2.6109404405431857e-13,1
2020-12-04,1,1,1,1,1,0,1,0,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,1,2.470216571835765e-16,6.52137174964642e-14,1
2020-12-05,1,1,1,0,1,1,1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,4.428521913945964e-17,1.3905558809790328e-14,1
2020-12-06,1,1,1,0,1,1,1,0,-1,-1,1,0,0,1,-1,-1,-1,-1,1,1,1,5.2561257960001105e-18,2.0814258152160437e-15,1
2020-12-07,1,0,1,0,1,1,1,0,-1,-1,1,0,0,1,-1,-1,-1,-1,1,1,1,4.851122955567645e-19,2.357645756405875e-16,1
2020-12-08,1,0,1,0,1,1,1,0,-1,-1,1,0,0,1,-1,-1,-1,-1,1,1,1,3.1666930604869576e-20,1.862015519566331e-17,1
2020-12-09,1,0,1,0,1,1,1,-1,-1,-1,1,0,0,1,-1,-1,-1,-1,1,1,1,9.718826655550959e-22,6.715709218985712e-19,1
2020-12-10,1,0,1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,1,1,0,100.0,1.0,0
2020-12-11,1,0,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,5.824903409053933e-14,8.7373551135809e-12,-1
2020-12-12,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,-1,6.926064196035766e-13,8.449798319163636e-11,-1
2020-12-13,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,-1,8.326690385481765e-13,9.742227751013666e-11,-1
2020-12-14,1,-1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,1,1,-1,5.611645787355097e-14,8.473585138906197e-12,-1
2020-12-15,1,-1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,1,1,-1,3.368315683845924e-15,7.241878720268736e-13,-1
2020-12-16,1,-1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,1,-1,3.616798770809028e-16,9.259004853271112e-14,-1
2020-12-17,1,-1,0,-1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,1,-1,1.1833717328194095e-16,3.4081105905198995e-14,-1
2020-12-18,1,-1,0,-1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,1,1,1,-1,1.8931980603821126e-16,5.130566743635525e-14,-1
2020-12-19,0,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,1,1,-1,1.2594925812146628e-15,2.8796903162268847e-13,-1
