date,Durchfall,Angst,Rachenschmerzen,Fieber,Entzündung,Muskelschmerzen,Schock,trockener Husten,Sputum,Husten,Kopfschmerzen,Erbrechen,Übelkeit,Lymphopenie,Pneumonie,respiratorische Insuffizienz,Dyspnoe,Hypoxämie,Müdigkeit,Ausfluss
2020-03-19,-0.0053193681570237,-0.0070637267254608,-0.0019378809329277,-0.0077337677481818,-0.0039104783150438,-0.0002949296990396,-0.0085161909654401,-0.0091215239511154,0.0136252253312313,-0.0108404407178658,-0.0023602424668012,-0.0140477992959052,-0.0044278702813007,-0.0023164911805962,-0.0042165202301316,-0.0121544523308422,-0.0037531157285049,0.0028883024345089,-0.0062240563539014,0.0042924066657179
2020-03-20,-0.0056093805869695,-0.0073700968622583,-0.0017054036507475,-0.0080929790197686,-0.0039718730993084,0.0008866002056005,-0.0072849336614963,-0.0090896678884825,0.0125633240569377,-0.0112346565315571,-0.0023947343181193,-0.013465020594417,-0.0037607516623402,-0.0024246520134834,-0.0055943698733157,-0.0119259491065262,-0.0047084870090527,0.0029067643266538,-0.0051297179294992,0.004672833801734
2020-03-21,-0.0059053927713142,-0.0076116682289445,-0.001430958047292,-0.0084519157023609,-0.0039439596226152,0.0020173869994463,-0.0060444293200632,-0.0090684256411121,0.011080774262464,-0.0118321160011553,-0.002440681736291,-0.0128080234841056,-0.0030818272927602,-0.0026100517186633,-0.0069567455410577,-0.0117140150059255,-0.0056679309433095,0.0029181813370949,-0.0039062395823265,0.0050233505632394
2020-03-22,-0.0061908672941536,-0.0077662811047819,-0.0011243927129574,-0.0088149366484449,-0.0037901940896011,0.0030813456064069,-0.0048269259483893,-0.0091985852693641,0.0092059299487814,-0.0126528474409296,-0.0024984367199924,-0.0120796223260587,-0.0023969522180627,-0.0028969305043782,-0.0082747473393538,-0.0115183288066447,-0.0065981745657619,0.002921609969747,-0.0025713768553304,0.005346273091346
2020-03-23,-0.0064471373438059,-0.0078145422345029,-0.0007977659064676,-0.0091820478031508,-0.0034816234052336,0.0040668158276717,-0.0036576171768586,-0.0096415153526963,0.0069940089582793,-0.0136929250990845,-0.002568310612483,-0.0112868518044697,-0.0017130668983981,-0.0032955691583199,-0.0095230813312982,-0.0113433897358867,-0.0074616691190129,0.0029166106877137,-0.0011537518151728,0.0056431857912396
2020-03-24,-0.0066562505227012,-0.0077415929550926,-0.0004647055900934,-0.0095495689984162,-0.0030047249555249,0.0049654597344007,-0.0025551369522265,-0.0105071936185617,0.0045195476812733,-0.0149267542130575,-0.0026499338144891,-0.0104372655323556,-0.0010365745067278,-0.0037989859796755,-0.0106807202314084,-0.0111950892124665,-0.0082212399216107,0.0029034791257231,0.000309295705632,0.0059145290519652
2020-03-25,-0.0068030341046921,-0.0075394685370786,-0.0001389680984533,-0.0099132253866625,-0.0023663262541551,0.0057712426108875,-0.0015305333121283,-0.011807313035362,0.0018759947332955,-0.0163119536146066,-0.0027419587229977,-0.0095372175351517,-0.0003727297367883,-0.0043913891784378,-0.0117328098834086,-0.0110716399898984,-0.0088444718484256,0.0028832678115085,0.001774789448315,0.006159013272582
2020-03-26,-0.0068758745651176,-0.0072087329615627,0.0001684996616564,-0.0102664790930805,-0.0015921019649227,0.0064814676360288,-0.0005875178734618,-0.0134757503733097,-0.000826619539824,-0.0177919800246998,-0.0028413173528294,-0.0085932017087295,0.0002741239598225,-0.0050499400542467,-0.0126742306734886,-0.0109627525047415,-0.0093062396711133,0.0028575353301534,0.0031945784962339,0.006372702861214
2020-03-27,-0.0068671835683319,-0.0067583347613479,0.0004516101031813,-0.0105985050253403,-0.0007209844188555,0.0070957964249201,0.0002761615336584,-0.0154151819283556,-0.0034826661079444,-0.0192973883381579,-0.0029434021535544,-0.0076144980855428,0.0008984208528,-0.0057453982562539,-0.0135086624933075,-0.0108556304389482,-0.009590551366227,0.0028280169788282,0.0045169268808393,0.0065486286934969
2020-03-28,-0.0067743274329002,-0.0062044592766206,0.0007101718604386,-0.0108947324977831,0.0002011063958181,0.0076170464637527,0.0010684683226734,-0.0175266553383161,-0.006007410555837,-0.0207504497305379,-0.003042433082055,-0.0066150896512205,0.001492540701056,-0.0064472227286836,-0.0142447334469988,-0.0107379524938723,-0.0096929059025446,0.0027963987231616,0.0056917698899863,0.0066781157371435
2020-03-29,-0.0065999461728612,-0.0055684953023021,0.0009496118342547,-0.0111401538963516,0.0011248734371906,0.0080521853084787,0.0018019476967764,-0.0197097067636113,-0.0083418784028557,-0.0220700073944988,-0.0031321950279927,-0.0056131037778254,0.0020473719818666,-0.0071275841307666,-0.0148903124024854,-0.0105951558110556,-0.009621315442344,0.0027642838303303,0.0066760734096079,0.006753507703932
2020-03-30,-0.0063514510816238,-0.0048750639336031,0.0011804486548471,-0.011324338278683,0.002000704297561,0.0084118464933041,0.0024919793449515,-0.0218563911985799,-0.0104556004720558,-0.0231814693474518,-0.0032072493245928,-0.0046273248002784,0.0025530938668324,-0.0077645256136974,-0.0154492167645734,-0.010409181604609,-0.0093948382256916,0.0027331828232702,0.007438854004162,0.0067695042979726
2020-03-31,-0.0060403842584651,-0.004149663382539,0.0014168737150404,-0.0114429778197977,0.0027810522537001,0.008709657284263,0.0031553535805568,-0.0238468452250146,-0.0123407097355508,-0.0240303778960086,-0.0032640071201112,-0.0036735233301205,0.0029997792087879,-0.0083422945217268,-0.0159232294032779,-0.0101603180328659,-0.0090407252934073,0.0027042994445972,0.0079642143354642,0.0067230638844628
2020-04-01,-0.0056821403163542,-0.0034153854109958,0.0016753092550647,-0.0114963726418158,0.0034259741910342,0.0089611414453895,0.0038078579285095,-0.0255490813469333,-0.0139946709721835,-0.0245881106886088,-0.0033008540925847,-0.0027662341392456,0.0033789190201411,-0.0088469129580509,-0.0163144214309293,-0.0098310623031859,-0.0085916287532713,0.0026785079908602,0.0082519868884057,0.0066131386221453
2020-04-02,-0.0052952897852769,-0.0026920417858235,0.0019706844473293,-0.0114875749351184,0.0039098078338809,0.0091800803578947,0.0044613613275556,-0.0268380346938704,-0.0154119925877274,-0.0248590743463609,-0.0033180717205552,-0.0019204822844056,0.0036841160683592,-0.0092677763009178,-0.0166285865546026,-0.0094120558088907,-0.0080846741920954,0.0026564948712751,0.0083182434457235,0.0064410303328639
2020-04-03,-0.004900107991433,-0.0019956568277196,0.0023147668581678,-0.0114236054417288,0.0042232626659645,0.0093761426587602,0.0051219556615501,-0.0276210537570852,-0.0165906063841678,-0.0248800790955212,-0.0033171003606946,-0.0011527140504009,0.003911073927307,-0.0096063833648035,-0.0168758588222561,-0.0089018733150837,-0.0075571824174172,0.0026386473130164,0.0081915215584113,0.0062101846070764
2020-04-04,-0.0045150951019965,-0.0013374526780093,0.0027164581536971,-0.0113143257320403,0.0043740335991632,0.0095529351227343,0.0057904354930211,-0.0278715401331582,-0.017542423942848,-0.0247019497728971,-0.0033005284706253,-0.0004799508959946,0.004057529920751,-0.0098790517941602,-0.017069764648131,-0.0083091216371173,-0.0070430144926716,0.0026248732878721,0.0079082526528652,0.0059261271835524
2020-04-05,-0.0041538045785405,-0.0007243491782182,0.0031808519808901,-0.0111691952401404,0.0043855675234863,0.0097079865311656,0.006465323046796,-0.027657215799764,-0.0182906529699095,-0.0243764855548444,-0.003271891956496,8.091976960169963e-05,0.0041230965492753,-0.0101110354160755,-0.0172258853143963,-0.0076559093383535,-0.0065690265539195,0.0026146163347,0.0075083327255709,0.0055954921428817
2020-04-06,-0.003824459634493,-0.0001597254454308,0.0037080218985034,-0.010995993463311,0.0042912608547943,0.0098355135269983,0.0071449464210812,-0.0271242845400163,-0.0188632610772254,-0.0239496181787864,-0.003234931683497,0.0005162262396607,0.004109809326169,-0.0103246684637738,-0.0173606841104805,-0.0069762681857554,-0.0061540548256612,0.0026067571134887,0.0070319680882885,0.0052248790438792
2020-04-07,-0.0035302672261648,0.0003570473304088,0.0042933530280441,-0.0108008736673874,0.0041267068866363,0.0099280987162603,0.0078255607187715,-0.0264300840353998,-0.0192949616854811,-0.0234582085434292,-0.0031926650459948,0.0008201961564366,0.0040236270248819,-0.0105308169693613,-0.017489771703227,-0.006306008518731,-0.0058095513197329,0.002599511178395,0.0065181126091281,0.0048210880567677
2020-04-08,-0.0032697745442908,0.0008300571700038,0.0049278369487084,-0.0105902520619465,0.0039216238159889,0.0099776625460436,0.0085016488258215,-0.0256770927661717,-0.0196202657889974,-0.022931091451136,-0.0031471769029349,0.0009972006332662,0.0038739580406811,-0.0107358426405578,-0.0176245403607994,-0.0056765697582451,-0.0055376449077573,0.0025904386269555,0.006003146346424,0.0043911649324443
2020-04-09,-0.0030379083066791,0.0012651933269115,0.0055998743713322,-0.0103692809256451,0.0036971867753059,0.0099762865510777,0.0091660879212686,-0.0249088115381391,-0.0198667934564358,-0.0223895003986746,-0.0030993145391056,0.001060029845837,0.0036724736437282,-0.010942782652387,-0.0177715038004857,-0.005114604723529,-0.0053298868184122,0.0025765775512945,0.0055190069854246,0.0039422480951825
2020-04-10,-0.0028276086957975,0.001668618112952,0.006295310629689,-0.0101404217991598,0.0034664405175195,0.0099156457151864,0.0098086405021931,-0.0241406395658435,-0.0200585627624182,-0.0218476592521973,-0.0030487300029619,0.0010258989345902,0.0034308815509318,-0.0111514300756813,-0.0179332346387545,-0.0046428795486353,-0.0051703279172147,0.0025543381304755,0.0050900455890669,0.0034810960699223
2020-04-11,-0.0026309280804405,0.0020455132649643,0.0069975044076734,-0.0099036439897979,0.0032365228163823,0.0097881809155193,0.010416880768682,-0.0233787416459837,-0.0202190919372303,-0.0213163667576299,-0.0029931899939399,0.0009144396374401,0.0031598912414849,-0.011361072094358,-0.0181089527928246,-0.0042789050903923,-0.0050396030071262,0.0025195642671922,0.0047330581376542,0.0030146752932888
2020-04-12,-0.0024399790214498,0.0023994672133185,0.0076896822654202,-0.0096574194780461,0.0030106295794396,0.0095902698527775,0.010977424491884,-0.0226243181889043,-0.0203721739791167,-0.0208043836679387,-0.002928430952207,0.000746873015399,0.0028685491683693,-0.0115711141951197,-0.0182933820539077,-0.004031391096876,-0.0049154616773224,0.0024676982755132,0.0044584061682089,0.0025504881368896
2020-04-13,-0.0022466598115191,0.0027316789863655,0.0083579756264513,-0.0093997437530883,0.0027907901963276,0.0093237954964408,0.0114763547685756,-0.0218764343286855,-0.0205412482949512,-0.020319307889371,-0.0028496745996677,0.00054630538743,0.0025645114224969,-0.0117810063025834,-0.0184760664658619,-0.003897432779192,-0.0047747641634332,0.0023942458106367,0.0042715141158795,0.0020966726654887
2020-04-14,-0.0020424047496119,0.0030410877007955,0.0089920693905679,-0.0091290599905503,0.0025786473513237,0.0089962857188962,0.0119000799040151,-0.0211332392578442,-0.0207462690880692,-0.0198682081297754,-0.0027527431298844,0.0003371387098586,0.0022543098246878,-0.0119904174459049,-0.0186425907417577,-0.003866818163594,-0.004595083666579,0.0022955800980487,0.0041731792870683,0.0016611665502417
2020-04-15,-0.0018198709901863,0.0033253065290951,0.0095857717617805,-0.0088449509006118,0.0023759024972451,0.0086205118937478,0.0122375035047259,-0.0203930937296536,-0.0210014080362166,-0.019457555097023,-0.002634980534142,0.0001406255837777,0.0019444250065935,-0.012199486274727,-0.0187744879127058,-0.0039214627024223,-0.0043559017889673,0.002169567547139,0.0041594279274492,0.0012516808028645
2020-04-16,-0.0015747415154414,0.0035811074732821,0.010136044141855,-0.0085482786772023,0.0021845674931205,0.0082124410821943,0.012481055886566,-0.0196557843710947,-0.0213146510233886,-0.0190934684223908,-0.0024957926824524,-2.5758691917885525e-05,0.0016417212799038,-0.0124089217853127,-0.0188513518624687,-0.0040432494476655,-0.004041016337855,0.0020158407335057,0.0042227882539634,0.000875713752672
2020-04-17,-0.0013058668631701,0.0038043996233199,0.0106431074839859,-0.0082407304226547,0.002007204226528,0.0077894394211684,0.0126264186586252,-0.0189232289077111,-0.0216879776027885,-0.0187811232124457,-0.0023364314608032,-0.0001490242231345,0.0013530226885909,-0.0126198643146839,-0.0188542648054706,-0.0042192488491449,-0.0036407812891242,0.0018362320536121,0.0043545273322809,0.0005404710022451
2020-04-18,-0.0010145632507485,0.0039911965200407,0.0111099173897898,-0.0079238439972058,0.0018463201575364,0.0073682234332794,0.0126738463683169,-0.0181953225166913,-0.022117255131836,-0.0185225081205067,-0.0021591538373526,-0.0002209162138395,0.0010842532512139,-0.0128343614672654,-0.0187688281904547,-0.0044411539174983,-0.0031516396099478,0.0016347029602594,0.0045447984705217,0.0002514041159137
2020-04-19,-0.0007042967831063,0.0041367124710678,0.0115405562840224,-0.0075978836215842,0.0017034712372716,0.0069621982613543,0.0126295647007387,-0.0174677000625366,-0.0225935359224063,-0.018314216198623,-0.0019663591318174,-0.0002382787446086,0.0008399010419615,-0.01305552770976,-0.0185863020402653,-0.0047057667165785,-0.0025787628292003,0.0014163964451855,0.0047820200614036,1.1055990322724787e-05
2020-04-20,-0.0003801467764836,0.004235231527083,0.011939603466459,-0.0072613855424034,0.0015794216031878,0.0065815277619961,0.0125056380103326,-0.0167318624287923,-0.0231042543524404,-0.0181463633260741,-0.0017598742102047,-0.0002027590632979,0.0006234364906424,-0.0132872215051333,-0.0183048691292522,-0.005010756003078,-0.0019371707831538,0.0011863695764314,0.0050539890821613,-0.0001807132925221
2020-04-21,-4.783880246722959e-05,0.0042813771782835,0.0123110385536738,-0.006910496022997,0.0014743798612865,0.0062331951901549,0.0123174509431779,-0.0159778306980869,-0.0236339527841574,-0.0180035097304695,-0.001541139263055,-0.0001193368836422,0.0004376327261444,-0.0135333954080764,-0.0179312233000126,-0.0053446618557351,-0.0012509342687319,0.0009486428737514,0.0053483138445901,-0.000325659971868
2020-04-22,0.0002872188753534,0.004270522479946,0.0126575050862944,-0.0065395807053638,0.0013876461574712,0.0059210259110811,0.0120829261521438,-0.0151992094653896,-0.0241641288223404,-0.0178673625126032,-0.0013116517739048,5.208651562981238e-06,0.0002836871817031,-0.0137969678580988,-0.0174796042412677,-0.0056893175563767,-0.0005500913498989,0.000705644055242,0.0056523563448391,-0.0004266743787173
2020-04-23,0.0006199577410514,0.0041994251346907,0.0129807877320638,-0.0061425403458788,0.0013175145864373,0.0056466065830847,0.0118219147638744,-0.0143970977134422,-0.024673032225449,-0.0177175144674599,-0.0010733259980211,0.0001628467377385,0.0001606706554451,-0.0140787036021443,-0.0169694602954024,-0.0060285894253719,0.0001312786217483,0.0004584022413522,0.0059542740398158,-0.0004879886774687
2020-04-24,0.0009450674306695,0.0040666196404845,0.0132806603573843,-0.0057152568333999,0.0012605208682436,0.0054099197877603,0.0115534312375039,-0.0135810454458702,-0.0251358644626714,-0.0175328594802671,-0.0008283879495579,0.0003446916898986,6.559965409754579e-05,-0.0143778653587273,-0.016424132963648,-0.0063515525764612,0.0007561599411354,0.0002066059907341,0.006244045423301,-0.0005158598675453
2020-04-25,0.0012571931074014,0.0038725882209241,0.0135538625583909,-0.005257028490272,0.0012110201894711,0.0052082421039387,0.0112935287719702,-0.0127670316164361,-0.0255269765502134,-0.0172947629987931,-0.0005793848893726,0.0005414742354341,-5.908610364967981e-06,-0.0146921519592631,-0.0158684738125903,-0.0066481741735748,0.0012882641451633,-5.071142894709773e-05,0.006514830540332,-0.0005177249067522
2020-04-26,0.0015512708244144,0.0036196068840684,0.0137959417650522,-0.004771707642586,0.001161626464036,0.0050362599144744,0.0110540862949269,-0.0119740601314497,-0.0258266776120072,-0.0169901772233263,-0.0003294254497886,0.0007442996644676,-5.8799298276880704e-05,-0.0150179791825477,-0.0153272556207106,-0.0069092743849168,0.0016996935189148,-0.0003149938008319,0.0067630913815323,-0.0005017966639701
2020-04-27,0.0018234314674748,0.0033118239101283,0.0140038170675451,-0.0042679008170318,0.00110443611667,0.004887081842816,0.0108418332577713,-0.0112212025815995,-0.0260229072019253,-0.0166142520197094,-8.281668477977118e-05,0.0009461411833434,-9.767197795078252e-05,-0.0153507728472878,-0.0148241249317502,-0.0071323122186641,0.0019745595303164,-0.0005878211499536,0.0069886016144904,-0.0004771131834476
2020-04-28,0.0020714520842616,0.0029557199119754,0.0141764857305364,-0.0037582863100919,0.0010328969690629,0.0047533106912146,0.0106578428116718,-0.0105262199103916,-0.0261096713390194,-0.0161704405699721,0.0001556024243143,0.0011419200531815,-0.000126553252973,-0.0156851809943729,-0.014378564165568,-0.0073238544237325,0.0021096710519407,-0.0008703935498137,0.007193796216845,-0.0004533882763843
2020-04-29,0.0022942435640445,0.0025602393454408,0.0143148302590959,-0.0032586874340744,0.0009432863067563,0.0046271599555346,0.0104983296906165,-0.0099072074767349,-0.0260850178485136,-0.0156689185572111,0.0003810440149824,0.0013268779573966,-0.0001480493453749,-0.0160151732375091,-0.0140024013075984,-0.0074947783955061,0.0021147028347717,-0.0011631296703064,0.0073829180046724,-0.0004401702546198
2020-04-30,0.0024916259355562,0.0021370632402337,0.0144214132556757,-0.0027872541636334,0.0008349648570758,0.0045007374304584,0.0103556272761373,-0.0093831958341525,-0.0259504792476914,-0.0151252944471465,0.0005896214825469,0.0014971778293102,-0.0001629477124465,-0.0163338848617611,-0.0136993279141144,-0.0076581614346974,0.0020111930082682,-0.0014652667468426,0.0075602692244988,-0.0004462357185444
2020-05-01,0.00266436069437,0.0017003523282365,0.0145020627440281,-0.0023634601557566,0.0007096593925652,0.0043672444590921,0.010219119254961,-0.0089744680462851,-0.025710089928643,-0.014558441844673,0.0007787493847111,0.0016516931532349,-0.0001700806028534,-0.0166338877636129,-0.0134671439111305,-0.0078265840431489,0.0018297561621756,-0.0017741704436905,0.0077295364619865,-0.0004781929587581
2020-05-02,0.0028138239599378,0.0012666288514202,0.0145682101359738,-0.0020063131946043,0.0005701827858965,0.0042222071134904,0.0100773999093203,-0.0086978414447275,-0.0253703106073994,-0.0139878175934163,0.0009475367816932,0.0017918158389905,-0.0001666903470749,-0.0169083293278222,-0.0132992552881243,-0.00800869531973,0.0016106215525276,-0.0020856386558785,0.007892922928005,-0.0005402596935066
2020-05-03,0.0029411506025137,0.0008526599898803,0.014636792856999,-0.0017325386628316,0.0004195421293569,0.004062660103521,0.009920088532232,-0.008562055766403,-0.0249395306105204,-0.0134312685929769,0.0010968071861785,0.0019200737900521,-0.00014950238445,-0.0171519843365683,-0.0131858390550625,-0.0082101149410799,0.0013988229696236,-0.0023949868662058,0.0080503927927452,-0.0006345324937992
2020-05-04,0.003047545041989,0.0004739893670285,0.0147267237919488,-0.0015547673328599,0.0002613982760867,0.0038867831511114,0.009738383853814,-0.0085656388078539,-0.0244285013414124,-0.0129033567431162,0.0012285932345756,0.0020389341861623,-0.0001151134315762,-0.0173622535980552,-0.0131167294093627,-0.0084371226050236,0.0012391044986352,-0.0026988930719657,0.008200587679823,-0.0007604922199569
2020-05-05,0.0031346206178378,0.000143921449869,0.0148551129640357,-0.0014783472623044,0.000100278514871,0.0036930433776941,0.0095243633351756,-0.00869721568241,-0.0238523548753919,-0.0124156449338154,0.0013449805679164,0.0021515998293066,-6.031866091806958e-05,-0.0175397183664654,-0.0130833018271373,-0.0086951938928087,0.0011718834128656,-0.0029966915520291,0.0083416430508019,-0.0009139686137055
2020-05-06,0.0032048474441259,-0.0001280351622428,0.0150368937486875,-0.0014990265543918,-5.904054451999094e-05,0.0034789242161755,0.0092708952820776,-0.008938290593915,-0.0232286725258309,-0.0119775973033403,0.0014475766460368,0.0022624995970192,1.7368636137300734e-05,-0.017687974401705,-0.0130783578459187,-0.0089926961268678,0.0012295731062166,-0.0032908880113559,0.0084724714585981,-0.0010872403469389
2020-05-07,0.0032614034279489,-0.0003368074460114,0.0152807145346434,-0.0016037233954161,-0.0002122108153526,0.0032416156750746,0.0089723216943568,-0.0092674974274604,-0.0225772443819611,-0.0115951086165387,0.0015376615266115,0.002376975820316,0.0001193070482764,-0.0178130288709518,-0.0130953521520657,-0.0093460811498147,0.0014312101014491,-0.003585976876504,0.0085923320634154,-0.0012702027317124
2020-05-08,0.0033074637323018,-0.0004819652084293,0.0155863645316543,-0.0017731562734286,-0.0003556819962501,0.0029786197336211,0.0086246479524855,-0.0096640328013049,-0.021920894966247,-0.0112690097379414,0.0016164930659714,0.0025000767883131,0.0002451215690006,-0.0179227337480537,-0.0131277308981868,-0.009780110775835,0.0017772732412572,-0.0038873081381622,0.0087007867127571,-0.0014527250229054
