,up_events_sensitivity,up_events_precision,up_events_F1,down_events_sensitivity,down_events_precision,down_events_F1
value,0.4,0.5714285714285714,0.47058823529411764,0.5555555555555556,0.7142857142857143,0.6250000000000001
