date,Husten,Ausfluss,Übelkeit,Schock,Hypoxämie,Erbrechen,Muskelschmerzen,Durchfall,Lungenentzündung,Halsentzündung,Fieber,Kopfschmerzen,Lymphopenie,Entzündung,trockener Husten,Atemnot,Sputum,Müdigkeit,respiratorische Insuffizienz,Angst,ensemble_trend,harmonic_p,Holm_pval(alpha=0.05),up/down trend
2020-09-01,-1,-1,1,-1,1,1,0,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,0,-1,2.39902384532338e-14,3.670506483344771e-12,-1
2020-09-02,0,-1,1,-1,1,1,0,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,-1,-1,1.9327540092335755e-14,3.053751334589049e-12,-1
2020-09-03,0,-1,1,-1,1,0,0,1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,-1,-1,4.3555580478889945e-15,8.754671676256879e-13,-1
2020-09-04,0,-1,1,-1,1,0,0,1,1,1,0,-1,0,-1,-1,-1,-1,1,0,-1,-1,1.3098526262004105e-15,3.1698433554049936e-13,-1
2020-09-05,0,-1,1,-1,1,0,1,1,1,1,0,-1,0,-1,-1,0,-1,1,0,-1,0,100.0,1.0,0
2020-09-06,0,-1,1,-1,1,0,1,1,1,1,0,-1,0,-1,0,0,-1,1,0,-1,0,100.0,1.0,0
2020-09-07,1,-1,1,-1,1,0,1,1,1,1,0,-1,0,-1,0,0,0,1,0,-1,1,2.0967694400717892e-17,8.324174677085003e-15,1
2020-09-08,1,-1,1,-1,1,-1,1,1,1,1,0,-1,0,-1,0,0,0,1,0,-1,1,4.143868908567659e-18,1.856453271038311e-15,1
2020-09-09,1,-1,1,-1,1,-1,1,1,1,1,1,-1,0,-1,0,0,0,1,0,-1,1,6.824913624476225e-19,3.521655430229732e-16,1
2020-09-10,1,-1,1,-1,1,-1,1,1,1,1,1,-1,0,-1,1,1,0,1,0,-1,1,7.919609910116614e-20,4.6012933577777523e-17,1
2020-09-11,1,-1,1,-1,1,-1,1,1,1,1,1,-1,0,-1,1,1,0,1,0,-1,1,4.15175890722614e-21,2.690339771882539e-18,1
2020-09-12,1,-1,1,-1,1,-1,1,1,1,1,1,-1,0,-1,1,1,1,1,0,0,1,1.0291898875575591e-22,7.430750988165576e-20,1
2020-09-13,1,0,1,-1,1,-1,1,1,1,1,1,-1,0,-1,1,1,1,1,0,0,1,9.897405274136763e-25,7.779360545471496e-22,1
2020-09-14,1,0,1,-1,1,-1,1,1,1,1,1,-1,0,-1,1,1,1,1,0,0,1,9.798690172209754e-26,7.887945588628852e-23,1
2020-09-15,1,0,0,-1,1,-1,1,1,1,1,1,-1,0,-1,1,1,1,1,0,0,1,6.898141649884336e-24,5.256383937211864e-21,1
2020-09-16,1,0,0,-1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,1,0,0,1,1.4989420744942114e-21,1.0012933057621332e-18,1
2020-09-17,1,0,0,-1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,1,0,1,1,1.1821683016613565e-19,6.679250904386664e-17,1
2020-09-18,1,1,0,-1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,1,0,1,1,8.94631751661193e-19,4.482105075822576e-16,1
2020-09-19,1,1,0,-1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,1,0,1,1,4.9430890831189944e-18,2.1799022856554765e-15,1
2020-09-20,1,1,-1,-1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,1,0,1,1,1.3639939856889454e-16,4.460260333202851e-14,1
2020-09-21,1,1,-1,0,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,1.042962030391989e-15,2.596975455676053e-13,1
2020-09-22,1,1,-1,0,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,3.1004753696415415e-15,6.542003029943653e-13,1
2020-09-23,1,1,-1,0,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,8.325644561075372e-16,2.1563419413185213e-13,1
2020-09-24,1,1,-1,0,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,1.9508341755649993e-17,7.783828360504347e-15,1
2020-09-25,1,1,-1,0,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,1.87254361303903e-19,1.0355166180105835e-16,1
2020-09-26,1,1,-1,1,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,6.144527446038533e-20,3.625271193162734e-17,1
2020-09-27,1,1,-1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,5.18365647427657e-18,2.2704415357331377e-15,1
2020-09-28,1,1,-1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,3.2817064050369915e-17,1.2503301403190937e-14,1
2020-09-29,1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,1.8874096406080156e-17,7.568512658838143e-15,1
2020-09-30,1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,3.242875417922709e-17,1.2387784096464748e-14,1
2020-10-01,1,0,-1,1,1,0,1,0,1,0,1,1,0,-1,1,1,1,1,0,1,1,8.088858134723597e-17,2.76638948207547e-14,1
2020-10-02,1,0,-1,1,1,1,1,0,1,0,1,1,0,-1,1,1,1,1,0,1,1,1.71382446425439e-16,5.3985470624013286e-14,1
2020-10-03,1,0,-1,1,1,1,1,0,1,0,1,1,0,-1,1,1,1,1,0,1,1,1.5284724731164702e-16,4.87582718924154e-14,1
2020-10-04,1,0,-1,1,1,1,1,0,0,0,1,1,0,-1,1,1,1,1,0,1,1,6.361441275924667e-17,2.2519502116773322e-14,1
2020-10-05,1,0,-1,1,1,1,1,0,0,0,1,1,0,-1,1,1,1,1,0,1,1,7.400301266953336e-17,2.567904539632808e-14,1
2020-10-06,1,0,-1,1,1,1,1,-1,0,-1,1,1,0,-1,1,1,1,0,0,1,1,3.1726737322028235e-15,6.662614837625929e-13,1
2020-10-07,1,0,-1,1,1,1,0,-1,0,-1,1,1,0,-1,1,1,1,0,0,1,1,2.132735125188148e-13,2.0038911977619118e-11,1
2020-10-08,1,0,-1,1,1,1,0,-1,0,-1,1,1,0,-1,1,1,1,0,0,1,1,8.613880109837022e-13,6.632687684574506e-11,1
2020-10-09,1,1,-1,1,1,1,0,-1,-1,-1,1,1,0,-1,0,1,1,0,0,1,1,1.8845352508103733e-12,1.3003293230591577e-10,1
2020-10-10,1,1,-1,1,1,1,0,-1,-1,-1,1,1,0,-1,0,1,1,-1,0,1,1,2.8112838133967037e-12,1.7992216405738903e-10,1
2020-10-11,1,1,0,0,1,1,0,-1,-1,-1,1,1,0,-1,0,1,1,-1,0,1,1,2.322361768960358e-12,1.509535149824233e-10,1
2020-10-12,1,1,0,0,1,1,-1,-1,-1,-1,1,1,0,-1,0,0,1,-1,0,1,1,9.597329011979401e-13,7.293970049104346e-11,1
2020-10-13,1,1,0,0,1,1,-1,-1,-1,-1,1,1,0,-1,0,0,1,-1,0,0,0,100.0,1.0,0
2020-10-14,1,1,0,0,1,1,-1,-1,-1,-1,1,1,0,-1,-1,0,1,-1,0,0,0,100.0,1.0,0
2020-10-15,0,1,0,0,1,1,-1,-1,-1,-1,1,1,0,-1,-1,0,1,-1,0,0,0,100.0,1.0,0
2020-10-16,0,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,-1,-1,0,1,-1,0,0,-1,1.3515720463986738e-11,7.028174641273103e-10,-1
2020-10-17,0,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,-1,-1,-1,1,-1,0,0,-1,1.9948284085685677e-13,1.9549318403971963e-11,-1
2020-10-18,0,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,-1,-1,-1,1,-1,0,-1,-1,1.6499128440325811e-15,3.8112986697152623e-13,-1
2020-10-19,0,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,-1,0,-1,-1,6.489955696180756e-16,1.752288037968804e-13,-1
2020-10-20,-1,1,1,-1,1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,-1,0,-1,-1,1.9728084755180397e-14,3.0940974198289883e-12,-1
2020-10-21,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,-1,-1,1.2759509131784208e-14,2.2329140980622365e-12,-1
2020-10-22,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,-1,-1,3.7771561251324705e-16,1.0764894956627541e-13,-1
2020-10-23,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,-1,-1,1.4278192276771563e-16,4.611856105397215e-14,-1
2020-10-24,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,0,-1,-1,4.4736389867200876e-15,8.947277973440175e-13,-1
2020-10-25,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,0,-1,-1,8.500091700046285e-15,1.5555167811084701e-12,-1
2020-10-26,-1,1,1,-1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,-1,0,-1,0,-1,-1,2.3646623590446538e-17,9.245829823864596e-15,-1
2020-10-27,-1,1,1,-1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,-1,0,-1,0,-1,-1,2.9841959842292942e-19,1.6054974395153603e-16,-1
2020-10-28,-1,1,1,-1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,-1,0,-1,0,-1,-1,6.717318927541116e-17,2.364496262494473e-14,-1
2020-10-29,-1,1,1,-1,1,1,0,-1,0,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,3.792849397082778e-15,7.851198251961351e-13,-1
2020-10-30,-1,1,1,-1,1,1,0,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,3.3243788408403645e-14,4.753861742401721e-12,-1
2020-10-31,-1,1,1,-1,1,1,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,7.920531852537283e-13,6.17801484497908e-11,-1
2020-11-01,-1,1,1,-1,1,1,0,-1,1,-1,-1,1,1,-1,0,-1,-1,-1,1,-1,-1,3.8512709472370824e-13,3.3120930146238907e-11,-1
2020-11-02,-1,1,1,-1,1,1,0,-1,1,-1,-1,1,1,-1,0,-1,-1,-1,1,-1,-1,4.025831333638011e-14,5.4594698807046066e-12,-1
2020-11-03,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,0,0,-1,-1,1,-1,0,100.0,1.0,0
2020-11-04,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,0,0,0,-1,-1,1,-1,1,1.7954942743546793e-28,1.5028287076348666e-25,1
2020-11-05,-1,1,1,-1,1,0,1,0,1,-1,-1,1,1,0,1,0,-1,-1,1,-1,1,5.659932064828413e-28,4.703403545872411e-25,1
2020-11-06,-1,1,1,-1,1,0,1,0,1,-1,-1,1,1,0,1,0,-1,-1,1,-1,1,1.3897474631507625e-25,1.11179797052061e-22,1
2020-11-07,-1,1,1,-1,1,0,1,0,1,-1,-1,1,1,0,1,1,-1,-1,1,-1,1,2.8636546208094883e-23,2.144877310986307e-20,1
2020-11-08,-1,1,1,-1,1,0,1,0,1,-1,-1,1,0,0,1,1,-1,0,1,-1,1,2.225442809116391e-21,1.468792254016818e-18,1
2020-11-09,-1,1,1,-1,1,0,1,0,1,-1,-1,1,0,1,1,1,-1,0,1,-1,1,1.0512257146784807e-19,6.002498830814125e-17,1
2020-11-10,-1,1,1,-1,1,-1,1,1,1,-1,0,1,0,1,1,1,-1,0,1,-1,1,2.584384976318953e-18,1.2017390139883132e-15,1
2020-11-11,-1,1,0,-1,1,-1,1,1,1,0,0,1,0,1,1,1,-1,0,1,-1,1,2.990204798448153e-17,1.1521484027449553e-14,1
2020-11-12,-1,0,0,-1,1,-1,1,1,1,0,0,1,0,1,1,1,-1,0,1,-1,1,1.169662243967486e-17,4.795615200266692e-15,1
2020-11-13,-1,0,0,-1,1,-1,1,1,1,0,0,1,-1,1,1,1,-1,1,1,-1,1,1.0525783832813981e-19,6.002498830814125e-17,1
2020-11-14,-1,0,0,-1,1,-1,1,1,1,0,0,1,-1,1,1,1,-1,1,1,-1,1,2.4302658114195894e-22,1.7181979286736496e-19,1
2020-11-15,-1,0,0,-1,1,-1,1,1,1,0,1,1,-1,1,1,1,-1,1,1,-1,1,8.006953613268146e-26,6.469618519520663e-23,1
2020-11-16,-1,0,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,2.5521203703607635e-27,2.10549930554763e-24,1
2020-11-17,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,2.593780570959244e-27,2.1372751904704168e-24,1
2020-11-18,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,9.971852011148792e-28,8.246721613220051e-25,1
2020-11-19,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,9.696366812494096e-28,8.028591720745112e-25,1
2020-11-20,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,1.026417690313084e-25,8.242134053214064e-23,1
2020-11-21,-1,-1,-1,0,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,3.0245778114078105e-23,2.2593596251216346e-20,1
2020-11-22,-1,-1,-1,0,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,2.414106357014378e-21,1.5884819829154608e-18,1
2020-11-23,-1,-1,-1,0,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,7.041197995635364e-20,4.133183223437959e-17,1
2020-11-24,-1,-1,-1,0,1,-1,1,1,1,1,1,1,-1,1,0,1,-1,1,0,1,1,7.277307283320097e-19,3.74781325090985e-16,1
2020-11-25,-1,-1,-1,0,1,-1,1,1,1,1,1,1,-1,1,0,1,-1,1,0,1,1,3.054652961439302e-18,1.3990310563392004e-15,1
2020-11-26,-1,0,-1,0,1,-1,1,1,0,1,1,1,-1,1,0,0,-1,1,0,1,1,3.250561436313077e-18,1.4715465472846053e-15,1
2020-11-27,-1,0,-1,1,1,-1,1,1,0,0,1,1,-1,1,0,0,-1,1,0,1,1,1.0157780087869739e-18,5.04841670367126e-16,1
2020-11-28,-1,0,-1,1,1,-1,1,1,0,0,1,1,-1,1,-1,0,-1,1,0,1,1,1.5427594257294923e-19,8.624025189827862e-17,1
2020-11-29,-1,0,0,1,1,-1,1,1,0,0,1,1,-1,1,-1,0,-1,1,0,1,1,1.0194217560474583e-18,5.056331909995393e-16,1
2020-11-30,-1,0,0,1,1,-1,1,1,0,0,1,1,-1,1,-1,0,-1,1,0,1,1,3.53166716051588e-16,1.0100568079075417e-13,1
2020-12-01,-1,1,0,1,1,-1,1,1,-1,0,1,1,-1,1,-1,-1,-1,1,0,1,1,2.1456168238619854e-15,4.784725517212227e-13,1
2020-12-02,-1,1,0,1,1,-1,1,1,-1,-1,0,1,-1,1,-1,-1,-1,1,0,1,1,4.4282902326167224e-17,1.6321088206170672e-14,1
2020-12-03,-1,1,0,1,1,-1,1,1,-1,-1,0,1,-1,1,-1,-1,-1,1,0,1,1,4.501487927471646e-18,2.0031621277248826e-15,1
2020-12-04,-1,1,1,1,1,-1,1,1,-1,-1,0,1,-1,1,-1,-1,-1,1,0,1,1,6.622038510887687e-17,2.3375795943433533e-14,1
2020-12-05,-1,1,1,1,1,-1,1,1,-1,-1,0,1,-1,1,-1,-1,-1,1,0,1,1,3.5422908789895438e-15,7.367965028298251e-13,1
2020-12-06,-1,1,1,1,1,-1,1,1,-1,-1,0,1,-1,0,-1,-1,-1,1,0,1,1,2.3324791232955018e-14,3.592017849875073e-12,1
2020-12-07,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,0,100.0,1.0,0
2020-12-08,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,0,100.0,1.0,0
2020-12-09,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,0,100.0,1.0,0
2020-12-10,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,0,100.0,1.0,0
2020-12-11,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,5.12445492329486e-13,4.202053037101785e-11,-1
2020-12-12,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1.825455137135238e-13,1.8619642398779427e-11,-1
2020-12-13,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,5.986937741360763e-14,7.543541554114561e-12,-1
2020-12-14,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1.828511731124622e-14,2.9256187697993954e-12,-1
2020-12-15,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,4.0052129515524425e-15,8.170634421166983e-13,-1
2020-12-16,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1.493166151427058e-16,4.7781316845665854e-14,-1
2020-12-17,-1,1,1,1,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,7.26388181409344e-17,2.527830871304517e-14,-1
2020-12-18,-1,1,1,1,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1.619288962273785e-16,5.1331460104078985e-14,-1
2020-12-19,-1,1,1,1,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,3.3655487555518897e-17,1.2755429783541662e-14,-1
2020-12-20,-1,1,1,1,0,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,2.140313141770232e-18,1.01450842919909e-15,-1
2020-12-21,-1,1,1,0,0,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,2.8576662491722393e-18,1.3136214992876708e-15,-1
2020-12-22,-1,1,1,0,0,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1.9011796359771417e-20,1.178731374305828e-17,-1
2020-12-23,-1,1,1,0,-1,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,3.696111193047822e-22,2.598366168712619e-19,-1
2020-12-24,-1,1,1,0,-1,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,8.063560598793573e-20,4.6688015867014785e-17,-1
2020-12-25,-1,1,1,0,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,1,-1,3.672312501304251e-17,1.3734448754877899e-14,-1
2020-12-26,-1,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,1,-1,3.866258406903091e-15,7.964492318220367e-13,-1
2020-12-27,-1,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,1,-1,1.243965623069713e-13,1.3683621853766843e-11,-1
2020-12-28,-1,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,1,-1,1.7702244104546193e-12,1.2568593314227797e-10,-1
2020-12-29,-1,1,1,0,-1,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,1,0,1,-1,8.27671371013966e-12,4.800493951881003e-10,-1
2020-12-30,-1,1,1,0,-1,1,0,-1,-1,-1,0,1,-1,-1,-1,0,1,1,0,1,-1,8.575648644656394e-12,4.888119727454144e-10,-1
2020-12-31,-1,1,1,0,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,0,1,1,0,1,-1,2.8806098234743967e-12,1.8147841887888698e-10,-1
2021-01-01,-1,1,1,0,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,0,1,1,0,1,-1,6.048338771165721e-13,4.8386710169325766e-11,-1
2021-01-02,-1,1,1,0,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,0,1,1,0,1,-1,1.290389842211683e-13,1.4008484101884989e-11,-1
2021-01-03,-1,1,1,1,-1,1,0,-1,-1,0,1,1,-1,-1,-1,0,1,1,0,1,1,1.1324118137673516e-16,3.7822554579829544e-14,1
2021-01-04,-1,1,1,1,-1,1,0,-1,-1,0,1,1,-1,-1,-1,1,1,1,0,1,1,1.968887410566212e-15,4.429996673773977e-13,1
2021-01-05,-1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1.2851820276958705e-13,1.4008484101884989e-11,1
2021-01-06,-1,0,1,1,-1,1,0,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1.0925277359888704e-12,8.084705246317641e-11,1
2021-01-07,-1,0,1,1,-1,1,0,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1.5436876897209599e-12,1.1114551365990912e-10,1
2021-01-08,-1,0,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,2.2047887657076348e-12,1.455160585367039e-10,1
2021-01-09,-1,0,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,4.3017247906872375e-12,2.5810348744123424e-10,1
2021-01-10,-1,0,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1.7459061277133275e-13,1.7982833115447274e-11,1
2021-01-11,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,8.493429326716671e-16,2.1696498298126107e-13,1
2021-01-12,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,6.307310713341286e-16,1.7092812033154884e-13,1
2021-01-13,0,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,2.755489603556394e-13,2.424830851129627e-11,1
2021-01-14,0,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,2.290607460397094e-13,2.0615467143573845e-11,1
2021-01-15,0,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1.3546381400264184e-15,3.251131536063404e-13,1
2021-01-16,0,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,6.832007096036883e-16,1.824145894641848e-13,1
2021-01-17,0,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,4.014316088753387e-14,5.4594698807046066e-12,1
2021-01-18,1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1.7974109911129568e-12,1.2581876937790697e-10,1
2021-01-19,1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,8.722043641733445e-12,4.888119727454144e-10,1
2021-01-20,1,-1,1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,1,1,1,0,1,1,9.924331693193377e-12,5.359139114324423e-10,1
2021-01-21,1,0,1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,1,1,1,0,1,1,2.1184027713234426e-12,1.4193298567867065e-10,1
2021-01-22,1,0,1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,1,1,1,0,1,1,4.491083103413375e-14,5.838408034437387e-12,1
2021-01-23,1,0,1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,1,1,1,0,1,1,3.835686832840995e-14,5.293247829320573e-12,1
2021-01-24,1,0,1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,1,1,1,0,1,1,2.1317991465552252e-13,2.0038911977619118e-11,1
2021-01-25,1,0,1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,1,1,1,0,1,1,2.6665671330928353e-14,3.999850699639253e-12,1
2021-01-26,1,1,1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,1,1,1,0,1,1,1.3683073148610236e-15,3.2702544825178464e-13,1
2021-01-27,1,1,1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,1,1,1,0,1,1,2.011755745924218e-17,8.006787868778387e-15,1
2021-01-28,1,1,1,1,-1,1,1,-1,-1,-1,1,1,0,0,-1,1,1,1,0,1,1,7.973944346452591e-20,4.6248877209425025e-17,1
2021-01-29,1,1,1,1,-1,1,1,-1,-1,-1,1,1,0,0,-1,1,1,1,0,1,1,1.4718511736928518e-21,9.846684352005178e-19,1
2021-01-30,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,0,-1,1,1,1,0,1,1,2.4426544390712512e-20,1.485133898955321e-17,1
2021-01-31,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,0,-1,1,1,0,0,1,1,5.726375500748706e-20,3.395740671943983e-17,1
2021-02-01,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,0,-1,1,1,0,0,1,1,2.941292348356794e-21,1.9265464881737002e-18,1
2021-02-02,1,1,1,1,-1,1,1,0,-1,-1,1,1,1,1,-1,1,1,0,0,1,1,1.5828387629505841e-21,1.0557534548880396e-18,1
2021-02-03,1,1,1,1,-1,1,1,0,-1,-1,1,1,1,1,-1,1,1,0,0,1,1,7.173021841545579e-20,4.203390799145709e-17,1
2021-02-04,1,1,1,1,-1,1,1,0,-1,-1,1,1,1,1,-1,1,1,0,0,1,1,1.910512020792239e-18,9.151352579594825e-16,1
2021-02-05,1,1,1,1,-1,1,1,0,-1,-1,1,1,1,1,-1,1,1,-1,0,1,1,2.886527771416528e-17,1.1170862475381963e-14,1
2021-02-06,1,1,1,1,-1,1,1,0,-1,-1,1,1,1,1,-1,1,1,-1,0,1,1,4.476159283236028e-17,1.6427504569476224e-14,1
2021-02-07,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,0,1,1,1.891240323087192e-20,1.1744602406371462e-17,1
2021-02-08,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,0,0,1,1,9.297231022539492e-19,4.639318280247207e-16,1
2021-02-09,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,0,0,1,1,2.9253525189967935e-16,8.535765850849751e-14,1
2021-02-10,1,1,1,1,-1,0,1,1,-1,-1,1,1,1,1,-1,1,1,0,0,1,1,1.4858448705899645e-14,2.5110778312970402e-12,1
2021-02-11,1,1,1,1,-1,0,1,1,-1,-1,1,1,1,1,-1,1,1,0,0,1,1,9.122974330500083e-14,1.0960178188373107e-11,1
2021-02-12,1,1,1,1,-1,0,1,1,-1,-1,1,1,1,1,0,1,1,0,0,1,1,6.395795417047688e-14,7.9828041327945e-12,1
2021-02-13,1,1,1,1,-1,0,1,1,-1,-1,1,1,1,1,0,1,1,1,0,1,1,1.4915383696098785e-14,2.5110778312970402e-12,1
2021-02-14,1,1,1,1,-1,0,1,1,-1,-1,1,1,1,1,0,1,1,1,0,1,1,1.294800710553805e-15,3.146365726645746e-13,1
2021-02-15,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,0,1,1,1,0,1,1,1.9115223763523255e-16,5.944834590455732e-14,1
2021-02-16,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,0,1,1,1,0,1,1,2.879977957553666e-16,8.438335415632241e-14,1
2021-02-17,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,4.061975483122785e-15,8.245810230739254e-13,1
2021-02-18,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,3.355933231922828e-14,4.765425189330415e-12,1
2021-02-19,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,4.848464825958e-15,9.59996035539684e-13,1
